"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","sex","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001072","GSM993554","Crawford","Duke",2,"479b67705318dbe0dc11395bd4806b7b",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonK562SimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonK562SimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep2V2.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001072",,"Crawford","Duke",1,"d2989e510528156e4bc24e8b531bf22a","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonK562SimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonK562SimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep3.broadPeak.gz"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001072","GSM993556","Crawford","Duke",2,"d490fcc6d7608e634be12e15e38b589d",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonK562SimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonK562SimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep3V2.bigBed"
"K562","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH001072","GSM993557","Crawford","Duke",2,"d87bf3fbd6a87bd6bd0483b8538b434a",,,"wgEncode",4,,"1.2M",6080,,"wgEncodeDukeAffyExonK562SimpleSignalRep4","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonK562SimpleSignalRep4.bigBed","wgEncodeDukeAffyExonK562SimpleSignalRep4.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonK562SimpleSignalRep4.bigBed"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000234",,"Crawford","Duke",1,"fa16d4e54c1fd24e799118b997b114aa","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1","androgen","broadPeak","SimpleSignal","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1.broadPeak.gz"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000234","GSM993562","Crawford","Duke",2,"3c6ffc053ee1d2d0328181773d3e0cce",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1V2","androgen","bigBed","SimpleSignal","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapAndroSimpleSignalRep1V2.bigBed"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000234",,"Crawford","Duke",1,"23da7ef2490d21a53627bd722d3d4955","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2","androgen","broadPeak","SimpleSignal","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2.broadPeak.gz"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000234","GSM993563","Crawford","Duke",2,"789436dfc789c66f7a2edd37ec7074d1",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2V2","androgen","bigBed","SimpleSignal","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapAndroSimpleSignalRep2V2.bigBed"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000233",,"Crawford","Duke",1,"815250150243e7f3e9edf27da507ff8a","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonLncapSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonLncapSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonLncapSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapSimpleSignalRep1.broadPeak.gz"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000233","GSM993564","Crawford","Duke",2,"bbbf8e2ca33ab3566b43e47a00ed1b6d",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonLncapSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonLncapSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonLncapSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapSimpleSignalRep1V2.bigBed"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000233",,"Crawford","Duke",1,"fd7bf7de1cf16171182d81ed8e666aff","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonLncapSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonLncapSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonLncapSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapSimpleSignalRep2.broadPeak.gz"
"LNCaP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000233","GSM993565","Crawford","Duke",2,"6cd4a4ecd993f2cb23a96b5881984579",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonLncapSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonLncapSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonLncapSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonLncapSimpleSignalRep2V2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002696","GSM993566","Crawford","Duke",2,"a727925362e11e8c48af3451845ac872",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep1","CTCF_shRNA_knockdown","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep1.bigBed","wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep1.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002696","GSM993567","Crawford","Duke",2,"c713f0bb00021ae3a16df999e47c988d",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep2","CTCF_shRNA_knockdown","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep2.bigBed","wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002696","GSM993568","Crawford","Duke",2,"cd0b897b0778538fba62c288243e3644",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep3","CTCF_shRNA_knockdown","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep3.bigBed","wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7CtcfshrnaSimpleSignalRep3.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000236",,"Crawford","Duke",1,"ac34b92d1a53aa7493d588852c3c27cd","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1","estrogen","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1.broadPeak.gz"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000236","GSM993569","Crawford","Duke",2,"42f984b4c654c45db4668849fe7e31af",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1V2","estrogen","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep1V2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000236",,"Crawford","Duke",1,"4f991cde46644f5d98e3fae4c6ced300","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2","estrogen","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2.broadPeak.gz"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000236","GSM993570","Crawford","Duke",2,"4981b3ef5c5e0f27379fed312144abb9",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2V2","estrogen","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7EstroSimpleSignalRep2V2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002697","GSM993571","Crawford","Duke",2,"280513cb15d472c73f3f446e1d11cb58",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7HypoxlacSimpleSignalRep1","Hypoxia_LacAcid","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7HypoxlacSimpleSignalRep1.bigBed","wgEncodeDukeAffyExonMcf7HypoxlacSimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7HypoxlacSimpleSignalRep1.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002698","GSM993572","Crawford","Duke",2,"4f9695d6c063f9b1337866dd199ae5c8",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep1","Randomized_shRNA_control","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep1.bigBed","wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep1.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002698","GSM993573","Crawford","Duke",2,"1cdc24faf49621d45d9897273096273d",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep2","Randomized_shRNA_control","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep2.bigBed","wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002698","GSM993574","Crawford","Duke",2,"bfb0438cc0b958945af0e6ff89907338",,,"wgEncode",3,,"1.2M",6080,,"wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep3","Randomized_shRNA_control","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep3.bigBed","wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep3.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7RandshrnaSimpleSignalRep3.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000235",,"Crawford","Duke",1,"44b9c79d50f42fa0a2e86813e1ea22ea","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonMcf7SimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMcf7SimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonMcf7SimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7SimpleSignalRep1.broadPeak.gz"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000235","GSM993601","Crawford","Duke",2,"c0df69f6baa61486df8234dc43e50f19",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMcf7SimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7SimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonMcf7SimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7SimpleSignalRep1V2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000237",,"Crawford","Duke",1,"94e158ca1b5018298241cec733b5ac73","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1","vehicle","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1.broadPeak.gz"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000237","GSM993575","Crawford","Duke",2,"f746d0f39f66b6d234d0d1c17df93b6d",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1V2","vehicle","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7VehSimpleSignalRep1V2.bigBed"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000237",,"Crawford","Duke",1,"bc9b4ddea9f8f0bd2f8d27f2a0ff0fba","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2","vehicle","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2.broadPeak.gz"
"MCF-7","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000237","GSM993576","Crawford","Duke",2,"2bd93fcea4077a106ce8b3b3feef3141",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2V2","vehicle","bigBed","SimpleSignal","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMcf7VehSimpleSignalRep2V2.bigBed"
"Medullo","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000238",,"Crawford","Duke",1,"bea2366b541ac32dd4ae17ef6f230225","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonMedulloSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMedulloSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonMedulloSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMedulloSimpleSignalRep1.broadPeak.gz"
"Medullo","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000238","GSM993577","Crawford","Duke",2,"4c41bfc76837bdc5e24f8868bc039cfc",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMedulloSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMedulloSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonMedulloSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMedulloSimpleSignalRep1V2.bigBed"
"Medullo","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000238",,"Crawford","Duke",1,"9e8aad46f9725aac5d0bfd2489a9e87c","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonMedulloSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMedulloSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonMedulloSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMedulloSimpleSignalRep2.broadPeak.gz"
"Medullo","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000238","GSM993578","Crawford","Duke",2,"cfe3f0cae9fe78ea6bda4cab70a0bbf7",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMedulloSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMedulloSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonMedulloSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMedulloSimpleSignalRep2V2.bigBed"
"Medullo","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH000238",,"Crawford","Duke",1,"62224a8c2382b5f9e0129556cb3803e2","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonMedulloSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonMedulloSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonMedulloSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMedulloSimpleSignalRep3.broadPeak.gz"
"Medullo","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000238","GSM993579","Crawford","Duke",2,"ae5440a8967a63350aa599958cde5739",,,"wgEncode",3,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonMedulloSimpleSignalRep3V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMedulloSimpleSignalRep3V2.bigBed","wgEncodeDukeAffyExonMedulloSimpleSignalRep3V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMedulloSimpleSignalRep3V2.bigBed"
"Mel_2183","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002699","GSM993580","Crawford","Duke",2,"c2418bc310fbcb16167e69cd89316de0",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonMel2183SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonMel2183SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonMel2183SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonMel2183SimpleSignalRep1.bigBed"
