"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","sex","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"8988T","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001057",,"Crawford","Duke",1,"31d1d1e53c63fd1238beb37689362e65","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExon8988tSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExon8988tSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExon8988tSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExon8988tSimpleSignalRep1.broadPeak.gz"
"8988T","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001057","GSM993449","Crawford","Duke",2,"f65d920aafc51231e98c2a67e834be96",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExon8988tSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExon8988tSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExon8988tSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExon8988tSimpleSignalRep1V2.bigBed"
"8988T","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001057",,"Crawford","Duke",1,"9bd6fd400e8455400f189f6837ce893a","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExon8988tSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExon8988tSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExon8988tSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExon8988tSimpleSignalRep2.broadPeak.gz"
"8988T","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001057","GSM993450","Crawford","Duke",2,"dc09a139acf1c424a1c7b13956bc949b",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExon8988tSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExon8988tSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExon8988tSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExon8988tSimpleSignalRep2V2.bigBed"
"A549","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002689","GSM993451","Crawford","Duke",2,"152e04270b0d4be66986c6594a56b5f6",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonA549SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonA549SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonA549SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonA549SimpleSignalRep1.bigBed"
"A549","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002689","GSM993452","Crawford","Duke",2,"0b16d549875ace6c5d2369c24c567b91",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonA549SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonA549SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonA549SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonA549SimpleSignalRep2.bigBed"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001058",,"Crawford","Duke",1,"24ec5cae5f1768f22286089e8c363ed9","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1","serum_free_media","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1.broadPeak.gz"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001058","GSM993455","Crawford","Duke",2,"2884f9ccf2d62ce28d33aaa309d5cf2c",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1V2","serum_free_media","bigBed","SimpleSignal","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep1V2.bigBed"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001058",,"Crawford","Duke",1,"26746701c1cc3ba2b162fa47605f72c9","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2","serum_free_media","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2.broadPeak.gz"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001058","GSM993456","Crawford","Duke",2,"b9cff42fc87e66e7517ae91aceb40edc",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2V2","serum_free_media","bigBed","SimpleSignal","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSerumfreeSimpleSignalRep2V2.bigBed"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001059",,"Crawford","Duke",1,"7230cdc73c06b5b00a1ffb604429246c","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonAosmcSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAosmcSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonAosmcSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSimpleSignalRep1.broadPeak.gz"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001059","GSM993453","Crawford","Duke",2,"d9366ab06d362a8ccb087c467e3b2a1d",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonAosmcSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonAosmcSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonAosmcSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSimpleSignalRep1V2.bigBed"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001059",,"Crawford","Duke",1,"1bc2229afe222220c7cb25eeaa039fad","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonAosmcSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAosmcSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonAosmcSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSimpleSignalRep2.broadPeak.gz"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001059","GSM993454","Crawford","Duke",2,"8982b49a9273d37561e29d000e40843b",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonAosmcSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonAosmcSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonAosmcSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcSimpleSignalRep2V2.bigBed"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001060",,"Crawford","Duke",1,"ce13927311f884621cc4013bbb6e3dba","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1","TGFb","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1.broadPeak.gz"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001060","GSM993457","Crawford","Duke",2,"bee4775fd4dd98a921059a95cffa2862",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1V2","TGFb","bigBed","SimpleSignal","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep1V2.bigBed"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001060",,"Crawford","Duke",1,"99c379fa7b2f4fc4d89f09bd1dba530f","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2","TGFb","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2.broadPeak.gz"
"AoSMC","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001060","GSM993458","Crawford","Duke",2,"62b84f36cbab491df382734219a2ba86",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2V2","TGFb","bigBed","SimpleSignal","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAosmcTgfbSimpleSignalRep2V2.bigBed"
"Astrocy","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000214",,"Crawford","Duke",1,"3275891c918dcee733b1fb4a1523bd15","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonAstrocySimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAstrocySimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonAstrocySimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAstrocySimpleSignalRep1.broadPeak.gz"
"Astrocy","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000214",,"Crawford","Duke",1,"ab729c0d011c3124fd227a159cfaff51","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonAstrocySimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonAstrocySimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonAstrocySimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonAstrocySimpleSignalRep2.broadPeak.gz"
"Chorion","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000215",,"Crawford","Duke",1,"0369ca3c8ec04dea237abd63c69044a0","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonChorionSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonChorionSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonChorionSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonChorionSimpleSignalRep1.broadPeak.gz"
"Chorion","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000215","GSM993461","Crawford","Duke",2,"fdfdd10fa410f6f9335d119a41a85f0d",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonChorionSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonChorionSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonChorionSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonChorionSimpleSignalRep1V2.bigBed"
"CLL","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001061",,"Crawford","Duke",1,"4516713c13c01a1ac6b0d82cc550c612","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonCllSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonCllSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonCllSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonCllSimpleSignalRep1.broadPeak.gz"
"CLL","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001061","GSM993462","Crawford","Duke",2,"2d72c33e347bef9d78771a1e838d1818",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonCllSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonCllSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonCllSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonCllSimpleSignalRep1V2.bigBed"
"CLL","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001061",,"Crawford","Duke",1,"651f93b4725dd3fbd488a3ab4560b065","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonCllSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonCllSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonCllSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonCllSimpleSignalRep2.broadPeak.gz"
"CLL","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH001061","GSM993463","Crawford","Duke",2,"6137e25c938d85cc6f7704248ae53735",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonCllSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonCllSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonCllSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonCllSimpleSignalRep2V2.bigBed"
"Colo829","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002690","GSM993464","Crawford","Duke",2,"f4c87a6e0c96feffea9a450c8ee9ec41",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonColo829SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonColo829SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonColo829SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonColo829SimpleSignalRep1.bigBed"
"Colo829","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002690","GSM993465","Crawford","Duke",2,"27802d275b7611e3411c8b3c3bdb3b87",,,"wgEncode",2,,"1.2M",6080,,"wgEncodeDukeAffyExonColo829SimpleSignalRep2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonColo829SimpleSignalRep2.bigBed","wgEncodeDukeAffyExonColo829SimpleSignalRep2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonColo829SimpleSignalRep2.bigBed"
"Fibrobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000216",,"Crawford","Duke",1,"46f909350eadbefc8cb61aa23097bf67","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonFibroblSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonFibroblSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonFibroblSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibroblSimpleSignalRep1.broadPeak.gz"
"Fibrobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000216","GSM993466","Crawford","Duke",2,"73a4886c87b8cacf45c5e0bf775a1c24",,,"wgEncode",1,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonFibroblSimpleSignalRep1V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibroblSimpleSignalRep1V2.bigBed","wgEncodeDukeAffyExonFibroblSimpleSignalRep1V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibroblSimpleSignalRep1V2.bigBed"
"Fibrobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",#2010-12-14#,#2009-12-16#,#2010-09-16#,"wgEncodeEH000216",,"Crawford","Duke",1,"8960cec0eae716ca00f5404a42bc3dee","revoked - data was produced with artifacts, get the V2 for clean data","hg18","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonFibroblSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonFibroblSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonFibroblSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibroblSimpleSignalRep2.broadPeak.gz"
"Fibrobl","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2009-12-16#,#2010-09-16#,"wgEncodeEH000216","GSM993467","Crawford","Duke",2,"92f795cc38c953bb667909528a484112",,,"wgEncode",2,,"1.2M",6079,"V2 - Experimental re-agent differences caused an artifact in the original processing of these data. This has been corrected. See updated methods for details.","wgEncodeDukeAffyExonFibroblSimpleSignalRep2V2","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibroblSimpleSignalRep2V2.bigBed","wgEncodeDukeAffyExonFibroblSimpleSignalRep2V2.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibroblSimpleSignalRep2V2.bigBed"
"FibroP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001062",,"Crawford","Duke",1,"ebad4cd5142699e89f56c4ed2c9b3aa0","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",1,,"2.2M",3200,,"wgEncodeDukeAffyExonFibropSimpleSignalRep1","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonFibropSimpleSignalRep1.broadPeak.gz","wgEncodeDukeAffyExonFibropSimpleSignalRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropSimpleSignalRep1.broadPeak.gz"
"FibroP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001062",,"Crawford","Duke",1,"e603323c308bf3c8c0f0ae11099a7933","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",2,,"2.2M",3200,,"wgEncodeDukeAffyExonFibropSimpleSignalRep2","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonFibropSimpleSignalRep2.broadPeak.gz","wgEncodeDukeAffyExonFibropSimpleSignalRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropSimpleSignalRep2.broadPeak.gz"
"FibroP","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Jan 2011 Freeze",,#2010-12-14#,#2011-09-14#,"wgEncodeEH001062",,"Crawford","Duke",1,"2d11add6682cfafe5a32d40d36274481","revoked - data was produced with artifacts, get the V2 for clean data","hg19","wgEncode",3,,"2.2M",3200,,"wgEncodeDukeAffyExonFibropSimpleSignalRep3","None","broadPeak","SimpleSignal","wgEncodeDukeAffyExonFibropSimpleSignalRep3.broadPeak.gz","wgEncodeDukeAffyExonFibropSimpleSignalRep3.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropSimpleSignalRep3.broadPeak.gz"
"FibroP_AG08395","wgEncodeDukeAffyExon","AffyExonArray","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002704","GSM993468","Crawford","Duke",2,"e66582d4c90dd4a63937360018c78075",,,"wgEncode",1,,"1.2M",6080,,"wgEncodeDukeAffyExonFibropag08395SimpleSignalRep1","None","bigBed","SimpleSignal","wgEncodeDukeAffyExonFibropag08395SimpleSignalRep1.bigBed","wgEncodeDukeAffyExonFibropag08395SimpleSignalRep1.bigBed","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeDukeAffyExon/wgEncodeDukeAffyExonFibropag08395SimpleSignalRep1.bigBed"
