"cell_type","experiment","fname","url"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K27me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K27me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.59.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K27me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.60.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K27me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K27me3.60.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K36me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.57.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K36me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.57.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K36me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.58.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K36me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.58.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K36me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K36me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.59.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K36me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.60.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K36me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K36me3.60.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me1","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.57.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.57.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me1","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.58.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.58.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me1","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.59.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me1","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.60.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me1/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me1.60.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.57.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.57.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.58.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.58.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.59.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K4me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.60.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K4me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K4me3.60.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9ac","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.57.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9ac/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.57.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9ac","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.58.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9ac/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.58.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9ac","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9ac/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.59.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9ac","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.60.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9ac/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9ac.60.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.57.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.57.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.58.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.58.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.59.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.59.wig.gz"
"Bone Marrow Derived Mesenchymal Stem Cell Cultured Cells","Histone H3K9me3","BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.60.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells/Histone_H3K9me3/BI.Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells.H3K9me3.60.wig.gz"
"Brain Angular Gyrus","Histone H3K27ac","BI.Brain_Angular_Gyrus.H3K27ac.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K27ac/BI.Brain_Angular_Gyrus.H3K27ac.149.wig.gz"
"Brain Angular Gyrus","Histone H3K27me3","BI.Brain_Angular_Gyrus.H3K27me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K27me3/BI.Brain_Angular_Gyrus.H3K27me3.149.wig.gz"
"Brain Angular Gyrus","Histone H3K36me3","BI.Brain_Angular_Gyrus.H3K36me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K36me3/BI.Brain_Angular_Gyrus.H3K36me3.112.wig.gz"
"Brain Angular Gyrus","Histone H3K36me3","BI.Brain_Angular_Gyrus.H3K36me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K36me3/BI.Brain_Angular_Gyrus.H3K36me3.149.wig.gz"
"Brain Angular Gyrus","Histone H3K4me1","BI.Brain_Angular_Gyrus.H3K4me1.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K4me1/BI.Brain_Angular_Gyrus.H3K4me1.112.wig.gz"
"Brain Angular Gyrus","Histone H3K4me1","BI.Brain_Angular_Gyrus.H3K4me1.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K4me1/BI.Brain_Angular_Gyrus.H3K4me1.149.wig.gz"
"Brain Angular Gyrus","Histone H3K4me3","BI.Brain_Angular_Gyrus.H3K4me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K4me3/BI.Brain_Angular_Gyrus.H3K4me3.112.wig.gz"
"Brain Angular Gyrus","Histone H3K4me3","BI.Brain_Angular_Gyrus.H3K4me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K4me3/BI.Brain_Angular_Gyrus.H3K4me3.149.wig.gz"
"Brain Angular Gyrus","Histone H3K9ac","BI.Brain_Angular_Gyrus.H3K9ac.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K9ac/BI.Brain_Angular_Gyrus.H3K9ac.112.wig.gz"
"Brain Angular Gyrus","Histone H3K9me3","BI.Brain_Angular_Gyrus.H3K9me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K9me3/BI.Brain_Angular_Gyrus.H3K9me3.112.wig.gz"
"Brain Angular Gyrus","Histone H3K9me3","BI.Brain_Angular_Gyrus.H3K9me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Angular_Gyrus/Histone_H3K9me3/BI.Brain_Angular_Gyrus.H3K9me3.149.wig.gz"
"Brain Anterior Caudate","ChIP-Seq Input","BI.Brain_Anterior_Caudate.Input.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/ChIP-Seq_Input/BI.Brain_Anterior_Caudate.Input.112.wig.gz"
"Brain Anterior Caudate","ChIP-Seq Input","BI.Brain_Anterior_Caudate.Input.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/ChIP-Seq_Input/BI.Brain_Anterior_Caudate.Input.149.wig.gz"
"Brain Anterior Caudate","Histone H3K27ac","BI.Brain_Anterior_Caudate.H3K27ac.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K27ac/BI.Brain_Anterior_Caudate.H3K27ac.149.wig.gz"
"Brain Anterior Caudate","Histone H3K27me3","BI.Brain_Anterior_Caudate.H3K27me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K27me3/BI.Brain_Anterior_Caudate.H3K27me3.112.wig.gz"
"Brain Anterior Caudate","Histone H3K27me3","BI.Brain_Anterior_Caudate.H3K27me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K27me3/BI.Brain_Anterior_Caudate.H3K27me3.149.wig.gz"
"Brain Anterior Caudate","Histone H3K36me3","BI.Brain_Anterior_Caudate.H3K36me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K36me3/BI.Brain_Anterior_Caudate.H3K36me3.112.wig.gz"
"Brain Anterior Caudate","Histone H3K36me3","BI.Brain_Anterior_Caudate.H3K36me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K36me3/BI.Brain_Anterior_Caudate.H3K36me3.149.wig.gz"
"Brain Anterior Caudate","Histone H3K4me1","BI.Brain_Anterior_Caudate.H3K4me1.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K4me1/BI.Brain_Anterior_Caudate.H3K4me1.112.wig.gz"
"Brain Anterior Caudate","Histone H3K4me1","BI.Brain_Anterior_Caudate.H3K4me1.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K4me1/BI.Brain_Anterior_Caudate.H3K4me1.149.wig.gz"
"Brain Anterior Caudate","Histone H3K4me3","BI.Brain_Anterior_Caudate.H3K4me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K4me3/BI.Brain_Anterior_Caudate.H3K4me3.112.wig.gz"
"Brain Anterior Caudate","Histone H3K4me3","BI.Brain_Anterior_Caudate.H3K4me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K4me3/BI.Brain_Anterior_Caudate.H3K4me3.149.wig.gz"
"Brain Anterior Caudate","Histone H3K9ac","BI.Brain_Anterior_Caudate.H3K9ac.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K9ac/BI.Brain_Anterior_Caudate.H3K9ac.112.wig.gz"
"Brain Anterior Caudate","Histone H3K9me3","BI.Brain_Anterior_Caudate.H3K9me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K9me3/BI.Brain_Anterior_Caudate.H3K9me3.112.wig.gz"
"Brain Anterior Caudate","Histone H3K9me3","BI.Brain_Anterior_Caudate.H3K9me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Anterior_Caudate/Histone_H3K9me3/BI.Brain_Anterior_Caudate.H3K9me3.149.wig.gz"
"Brain Cingulate Gyrus","ChIP-Seq Input","BI.Brain_Cingulate_Gyrus.Input.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/ChIP-Seq_Input/BI.Brain_Cingulate_Gyrus.Input.112.wig.gz"
"Brain Cingulate Gyrus","ChIP-Seq Input","BI.Brain_Cingulate_Gyrus.Input.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/ChIP-Seq_Input/BI.Brain_Cingulate_Gyrus.Input.149.wig.gz"
"Brain Cingulate Gyrus","Histone H3K27ac","BI.Brain_Cingulate_Gyrus.H3K27ac.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K27ac/BI.Brain_Cingulate_Gyrus.H3K27ac.149.wig.gz"
"Brain Cingulate Gyrus","Histone H3K27me3","BI.Brain_Cingulate_Gyrus.H3K27me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K27me3/BI.Brain_Cingulate_Gyrus.H3K27me3.149.wig.gz"
"Brain Cingulate Gyrus","Histone H3K36me3","BI.Brain_Cingulate_Gyrus.H3K36me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K36me3/BI.Brain_Cingulate_Gyrus.H3K36me3.112.wig.gz"
"Brain Cingulate Gyrus","Histone H3K36me3","BI.Brain_Cingulate_Gyrus.H3K36me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K36me3/BI.Brain_Cingulate_Gyrus.H3K36me3.149.wig.gz"
"Brain Cingulate Gyrus","Histone H3K4me1","BI.Brain_Cingulate_Gyrus.H3K4me1.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K4me1/BI.Brain_Cingulate_Gyrus.H3K4me1.112.wig.gz"
"Brain Cingulate Gyrus","Histone H3K4me1","BI.Brain_Cingulate_Gyrus.H3K4me1.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K4me1/BI.Brain_Cingulate_Gyrus.H3K4me1.149.wig.gz"
"Brain Cingulate Gyrus","Histone H3K4me3","BI.Brain_Cingulate_Gyrus.H3K4me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K4me3/BI.Brain_Cingulate_Gyrus.H3K4me3.112.wig.gz"
"Brain Cingulate Gyrus","Histone H3K4me3","BI.Brain_Cingulate_Gyrus.H3K4me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K4me3/BI.Brain_Cingulate_Gyrus.H3K4me3.149.wig.gz"
"Brain Cingulate Gyrus","Histone H3K9ac","BI.Brain_Cingulate_Gyrus.H3K9ac.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K9ac/BI.Brain_Cingulate_Gyrus.H3K9ac.112.wig.gz"
"Brain Cingulate Gyrus","Histone H3K9me3","BI.Brain_Cingulate_Gyrus.H3K9me3.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K9me3/BI.Brain_Cingulate_Gyrus.H3K9me3.112.wig.gz"
"Brain Cingulate Gyrus","Histone H3K9me3","BI.Brain_Cingulate_Gyrus.H3K9me3.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Cingulate_Gyrus/Histone_H3K9me3/BI.Brain_Cingulate_Gyrus.H3K9me3.149.wig.gz"
"Brain Germinal Matrix","ChIP-Seq Input","UCSF-UBC.Brain_Germinal_Matrix.Input.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/ChIP-Seq_Input/UCSF-UBC.Brain_Germinal_Matrix.Input.HuFGM02.wig.gz"
"Brain Germinal Matrix","Histone H3K27me3","UCSF-UBC.Brain_Germinal_Matrix.H3K27me3.HuFGM01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K27me3/UCSF-UBC.Brain_Germinal_Matrix.H3K27me3.HuFGM01.wig.gz"
"Brain Germinal Matrix","Histone H3K27me3","UCSF-UBC.Brain_Germinal_Matrix.H3K27me3.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K27me3/UCSF-UBC.Brain_Germinal_Matrix.H3K27me3.HuFGM02.wig.gz"
"Brain Germinal Matrix","Histone H3K36me3","UCSF-UBC.Brain_Germinal_Matrix.H3K36me3.HuFGM01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K36me3/UCSF-UBC.Brain_Germinal_Matrix.H3K36me3.HuFGM01.wig.gz"
"Brain Germinal Matrix","Histone H3K36me3","UCSF-UBC.Brain_Germinal_Matrix.H3K36me3.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K36me3/UCSF-UBC.Brain_Germinal_Matrix.H3K36me3.HuFGM02.wig.gz"
"Brain Germinal Matrix","Histone H3K4me1","UCSF-UBC.Brain_Germinal_Matrix.H3K4me1.HuFGM01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K4me1/UCSF-UBC.Brain_Germinal_Matrix.H3K4me1.HuFGM01.wig.gz"
"Brain Germinal Matrix","Histone H3K4me1","UCSF-UBC.Brain_Germinal_Matrix.H3K4me1.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K4me1/UCSF-UBC.Brain_Germinal_Matrix.H3K4me1.HuFGM02.wig.gz"
"Brain Germinal Matrix","Histone H3K4me3","UCSF-UBC.Brain_Germinal_Matrix.H3K4me3.HuFGM01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K4me3/UCSF-UBC.Brain_Germinal_Matrix.H3K4me3.HuFGM01.wig.gz"
"Brain Germinal Matrix","Histone H3K4me3","UCSF-UBC.Brain_Germinal_Matrix.H3K4me3.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K4me3/UCSF-UBC.Brain_Germinal_Matrix.H3K4me3.HuFGM02.wig.gz"
"Brain Germinal Matrix","Histone H3K9me3","UCSF-UBC.Brain_Germinal_Matrix.H3K9me3.HuFGM01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K9me3/UCSF-UBC.Brain_Germinal_Matrix.H3K9me3.HuFGM01.wig.gz"
"Brain Germinal Matrix","Histone H3K9me3","UCSF-UBC.Brain_Germinal_Matrix.H3K9me3.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/Histone_H3K9me3/UCSF-UBC.Brain_Germinal_Matrix.H3K9me3.HuFGM02.wig.gz"
"Brain Germinal Matrix","MeDIP-Seq","UCSF-UBC.Brain_Germinal_Matrix.MeDIP-Seq.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/MeDIP-Seq/UCSF-UBC.Brain_Germinal_Matrix.MeDIP-Seq.HuFGM02.wig.gz"
"Brain Germinal Matrix","mRNA-Seq","UCSF-UBC.Brain_Germinal_Matrix.mRNA-Seq.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/mRNA-Seq/UCSF-UBC.Brain_Germinal_Matrix.mRNA-Seq.HuFGM02.wig.gz"
"Brain Germinal Matrix","smRNA-Seq","UCSF-UBC.Brain_Germinal_Matrix.smRNA-Seq.HuFGM01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/smRNA-Seq/UCSF-UBC.Brain_Germinal_Matrix.smRNA-Seq.HuFGM01.wig.gz"
"Brain Germinal Matrix","smRNA-Seq","UCSF-UBC.Brain_Germinal_Matrix.smRNA-Seq.HuFGM02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Germinal_Matrix/smRNA-Seq/UCSF-UBC.Brain_Germinal_Matrix.smRNA-Seq.HuFGM02.wig.gz"
"Brain Hippocampus Middle","ChIP-Seq Input","BI.Brain_Hippocampus_Middle.Input.112.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Hippocampus_Middle/ChIP-Seq_Input/BI.Brain_Hippocampus_Middle.Input.112.wig.gz"
"Brain Hippocampus Middle","ChIP-Seq Input","BI.Brain_Hippocampus_Middle.Input.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Hippocampus_Middle/ChIP-Seq_Input/BI.Brain_Hippocampus_Middle.Input.149.wig.gz"
"Brain Hippocampus Middle","ChIP-Seq Input","BI.Brain_Hippocampus_Middle.Input.150.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Hippocampus_Middle/ChIP-Seq_Input/BI.Brain_Hippocampus_Middle.Input.150.wig.gz"
"Brain Hippocampus Middle","Histone H3K27ac","BI.Brain_Hippocampus_Middle.H3K27ac.149.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Brain_Hippocampus_Middle/Histone_H3K27ac/BI.Brain_Hippocampus_Middle.H3K27ac.149.wig.gz"
