"cell_type","experiment","fname","url"
"Mobilized CD34 Primary Cells","Histone H3K4me3","BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K4me3/BI.Mobilized_CD34_Primary_Cells.H3K4me3.RO_01562.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K4me3","BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K4me3/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01480.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K4me3","BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K4me3/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01492.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K4me3","BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K4me3/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01517.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K4me3","BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K4me3/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01536.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K4me3","BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K4me3/BI.Mobilized_CD34_Primary_Cells.H3K4me3.UW_RO_01549.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K9me3","BI.Mobilized_CD34_Primary_Cells.H3K9me3.Mobilized_CD34_5_28_09.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K9me3/BI.Mobilized_CD34_Primary_Cells.H3K9me3.Mobilized_CD34_5_28_09.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K9me3","BI.Mobilized_CD34_Primary_Cells.H3K9me3.RO_01536.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K9me3/BI.Mobilized_CD34_Primary_Cells.H3K9me3.RO_01536.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K9me3","BI.Mobilized_CD34_Primary_Cells.H3K9me3.RO_01562.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K9me3/BI.Mobilized_CD34_Primary_Cells.H3K9me3.RO_01562.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K9me3","BI.Mobilized_CD34_Primary_Cells.H3K9me3.UW_RO_01480.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K9me3/BI.Mobilized_CD34_Primary_Cells.H3K9me3.UW_RO_01480.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K9me3","BI.Mobilized_CD34_Primary_Cells.H3K9me3.UW_RO_01536.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K9me3/BI.Mobilized_CD34_Primary_Cells.H3K9me3.UW_RO_01536.wig.gz"
"Mobilized CD34 Primary Cells","Histone H3K9me3","BI.Mobilized_CD34_Primary_Cells.H3K9me3.UW_RO_01549.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Histone_H3K9me3/BI.Mobilized_CD34_Primary_Cells.H3K9me3.UW_RO_01549.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01480.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01480.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01508.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01508.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01517.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01517.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01520.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01520.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01536.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01536.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01549.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01549.wig.gz"
"Mobilized CD34 Primary Cells","RRBS","BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01562.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD34_Primary_Cells/Reduced_Representation_Bisulfite-Seq/BI.Mobilized_CD34_Primary_Cells.RRBS.RO_01562.wig.gz"
"Mobilized CD3 Primary Cells","Chromatin Accessibility","UW.Mobilized_CD3_Primary_Cells.ChromatinAccessibility.RO_01508.DS11148.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD3_Primary_Cells/Chromatin_Accessibility/UW.Mobilized_CD3_Primary_Cells.ChromatinAccessibility.RO_01508.DS11148.wig.gz"
"Mobilized CD3 Primary Cells","Chromatin Accessibility","UW.Mobilized_CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS16834.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD3_Primary_Cells/Chromatin_Accessibility/UW.Mobilized_CD3_Primary_Cells.ChromatinAccessibility.RO_01679.DS16834.wig.gz"
"Mobilized CD4 Primary Cells","ChIP-Seq Input","BI.Mobilized_CD4_Primary_Cells.Input.37.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD4_Primary_Cells/ChIP-Seq_Input/BI.Mobilized_CD4_Primary_Cells.Input.37.wig.gz"
"Mobilized CD4 Primary Cells","Chromatin Accessibility","UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD4_Primary_Cells/Chromatin_Accessibility/UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01679.DS16955.wig.gz"
"Mobilized CD4 Primary Cells","Chromatin Accessibility","UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD4_Primary_Cells/Chromatin_Accessibility/UW.Mobilized_CD4_Primary_Cells.ChromatinAccessibility.RO_01701.DS17175.wig.gz"
"Mobilized CD56 Primary Cells","Chromatin Accessibility","UW.Mobilized_CD56_Primary_Cells.ChromatinAccessibility.RO_01689.DS16376.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD56_Primary_Cells/Chromatin_Accessibility/UW.Mobilized_CD56_Primary_Cells.ChromatinAccessibility.RO_01689.DS16376.wig.gz"
"Mobilized CD8 Primary Cells","Chromatin Accessibility","UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Mobilized_CD8_Primary_Cells/Chromatin_Accessibility/UW.Mobilized_CD8_Primary_Cells.ChromatinAccessibility.RO_01679.DS16962.wig.gz"
"Muscle Satellite Cultured Cells","ChIP-Seq Input","BI.Muscle_Satellite_Cultured_Cells.Input.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/ChIP-Seq_Input/BI.Muscle_Satellite_Cultured_Cells.Input.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","ChIP-Seq Input","BI.Muscle_Satellite_Cultured_Cells.Input.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/ChIP-Seq_Input/BI.Muscle_Satellite_Cultured_Cells.Input.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","ChIP-Seq Input","BI.Muscle_Satellite_Cultured_Cells.Input.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/ChIP-Seq_Input/BI.Muscle_Satellite_Cultured_Cells.Input.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K27me3","BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K27me3/BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K27me3","BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K27me3/BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K27me3","BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K27me3/BI.Muscle_Satellite_Cultured_Cells.H3K27me3.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K36me3","BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K36me3/BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K36me3","BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K36me3/BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K36me3","BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K36me3/BI.Muscle_Satellite_Cultured_Cells.H3K36me3.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me1","BI.Muscle_Satellite_Cultured_Cells.H3K4me1.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me1/BI.Muscle_Satellite_Cultured_Cells.H3K4me1.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me1","BI.Muscle_Satellite_Cultured_Cells.H3K4me1.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me1/BI.Muscle_Satellite_Cultured_Cells.H3K4me1.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me1","BI.Muscle_Satellite_Cultured_Cells.H3K4me1.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me1/BI.Muscle_Satellite_Cultured_Cells.H3K4me1.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me2","BI.Muscle_Satellite_Cultured_Cells.H3K4me2.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me2/BI.Muscle_Satellite_Cultured_Cells.H3K4me2.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me2","BI.Muscle_Satellite_Cultured_Cells.H3K4me2.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me2/BI.Muscle_Satellite_Cultured_Cells.H3K4me2.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me2","BI.Muscle_Satellite_Cultured_Cells.H3K4me2.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me2/BI.Muscle_Satellite_Cultured_Cells.H3K4me2.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me3","BI.Muscle_Satellite_Cultured_Cells.H3K4me3.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me3/BI.Muscle_Satellite_Cultured_Cells.H3K4me3.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me3","BI.Muscle_Satellite_Cultured_Cells.H3K4me3.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me3/BI.Muscle_Satellite_Cultured_Cells.H3K4me3.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K4me3","BI.Muscle_Satellite_Cultured_Cells.H3K4me3.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K4me3/BI.Muscle_Satellite_Cultured_Cells.H3K4me3.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K9ac","BI.Muscle_Satellite_Cultured_Cells.H3K9ac.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K9ac/BI.Muscle_Satellite_Cultured_Cells.H3K9ac.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K9ac","BI.Muscle_Satellite_Cultured_Cells.H3K9ac.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K9ac/BI.Muscle_Satellite_Cultured_Cells.H3K9ac.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K9ac","BI.Muscle_Satellite_Cultured_Cells.H3K9ac.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K9ac/BI.Muscle_Satellite_Cultured_Cells.H3K9ac.hSKM-3.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K9me3","BI.Muscle_Satellite_Cultured_Cells.H3K9me3.hSKM-1.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K9me3/BI.Muscle_Satellite_Cultured_Cells.H3K9me3.hSKM-1.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K9me3","BI.Muscle_Satellite_Cultured_Cells.H3K9me3.hSKM-2.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K9me3/BI.Muscle_Satellite_Cultured_Cells.H3K9me3.hSKM-2.wig.gz"
"Muscle Satellite Cultured Cells","Histone H3K9me3","BI.Muscle_Satellite_Cultured_Cells.H3K9me3.hSKM-3.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Muscle_Satellite_Cultured_Cells/Histone_H3K9me3/BI.Muscle_Satellite_Cultured_Cells.H3K9me3.hSKM-3.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","ChIP-Seq Input","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.Input.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/ChIP-Seq_Input/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.Input.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","ChIP-Seq Input","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.Input.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/ChIP-Seq_Input/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.Input.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K4me1","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K4me1.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K4me1/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K4me1.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K27me3","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K27me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K27me3/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K27me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K36me3","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K36me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K36me3/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K36me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K4me1","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K4me1.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K4me1/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K4me1.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K4me3","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K4me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K4me3/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K4me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K9me3","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K9me3.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K9me3/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K9me3.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","Histone H3K9me3","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K9me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/Histone_H3K9me3/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.H3K9me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","MeDIP-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MeDIP-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/MeDIP-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MeDIP-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","MeDIP-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MeDIP-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/MeDIP-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MeDIP-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","MRE-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MRE-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/MRE-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MRE-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","MRE-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MRE-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/MRE-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.MRE-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","mRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.mRNA-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/mRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.mRNA-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","mRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.mRNA-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/mRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.mRNA-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","mRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.mRNA-Seq.HuFNSC03.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/mRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.mRNA-Seq.HuFNSC03.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","smRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.smRNA-Seq.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/smRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.smRNA-Seq.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","smRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.smRNA-Seq.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/smRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.smRNA-Seq.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Cortex Derived","smRNA-Seq","UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.smRNA-Seq.HuFNSC03.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Cortex_Derived/smRNA-Seq/UCSF-UBC.Neurosphere_Cultured_Cells_Cortex_Derived.smRNA-Seq.HuFNSC03.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","ChIP-Seq Input","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.Input.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/ChIP-Seq_Input/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.Input.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","ChIP-Seq Input","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.Input.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/ChIP-Seq_Input/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.Input.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K27me3","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K27me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K27me3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K27me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K36me3","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K36me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K36me3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K36me3.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K4me1","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K4me1.HuFNSC01.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K4me1/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K4me1.HuFNSC01.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K4me1","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K4me1.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K4me1/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K4me1.HuFNSC02.wig.gz"
"Neurosphere Cultured Cells Ganglionic Eminence Derived","Histone H3K4me3","UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K4me3.HuFNSC02.wig","http://www.genboree.org/EdaccData/Current-Release/sample-experiment/Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived/Histone_H3K4me3/UCSF-UBC.Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived.H3K4me3.HuFNSC02.wig.gz"
