"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","set_type","sex","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"H2A.Z","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003066","GSM1003548","Bernstein","Broad",,"09ddc0809b8ca9ab03f9dd865e082f99",,"hg19","wgEncode",,,"exp",,"293M",,5027,,"wgEncodeBroadHistoneMonocd14ro1746H2azSig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H2azSig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H2azSig.bigWig"
"H3K4me1","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003070","GSM1003535","Bernstein","Broad",,"1daa14d2b02754690edc291cad0036e4",,"hg19","wgEncode",,,"exp",,"1.7M","ScriptureVPaperR3",5021,,"wgEncodeBroadHistoneMonocd14ro1746H3k04me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k04me1Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k04me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k04me1Pk.broadPeak.gz"
"H3K4me1","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003070","GSM1003535","Bernstein","Broad",,"b3968e26168686d167f80447d2cd5235",,"hg19","wgEncode",,,"exp",,"179M",,5021,,"wgEncodeBroadHistoneMonocd14ro1746H3k04me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k04me1Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k04me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k04me1Sig.bigWig"
"H3K4me2","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003088","GSM1003516","Bernstein","Broad",,"703cc201f20fb0bb63a533980936bb53",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"2.7M","ScriptureVPaperR3",6012,,"wgEncodeBroadHistoneMonocd14ro1746H3k04me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k04me2Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k04me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k04me2Pk.broadPeak.gz"
"H3K4me2","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003088","GSM1003516","Bernstein","Broad",,"0b86090342f85f172b9809fa556c769d",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"177M",,6012,,"wgEncodeBroadHistoneMonocd14ro1746H3k04me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k04me2Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k04me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k04me2Sig.bigWig"
"H3K4me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003071","GSM1003536","Bernstein","Broad",,"54796ed17c8e9861092068c40372609a",,"hg19","wgEncode",,,"exp",,"1.0M","ScriptureVPaperR3",4977,,"wgEncodeBroadHistoneMonocd14ro1746H3k04me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k04me3Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k04me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k04me3Pk.broadPeak.gz"
"H3K4me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003071","GSM1003536","Bernstein","Broad",,"b7127be4370c7e34869465958cb84194",,"hg19","wgEncode",,,"exp",,"216M",,4977,,"wgEncodeBroadHistoneMonocd14ro1746H3k04me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k04me3Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k04me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k04me3Sig.bigWig"
"H3K9ac","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003089","GSM1003515","Bernstein","Broad",,"1fc98d04916b0f2762fe2f843cf7a4ef",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"1.7M","ScriptureVPaperR3",6013,,"wgEncodeBroadHistoneMonocd14ro1746H3k09acPk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k09acPk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k09acPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k09acPk.broadPeak.gz"
"H3K9ac","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-15#,#2012-12-15#,"wgEncodeEH003089","GSM1003515","Bernstein","Broad",,"f027ed2e0ba2823f250a8cfacea4322a",,"hg19","wgEncode",,"Illumina_HiSeq_2000","exp",,"263M",,6013,,"wgEncodeBroadHistoneMonocd14ro1746H3k09acSig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k09acSig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k09acSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k09acSig.bigWig"
"H3K9me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003073","GSM1003538","Bernstein","Broad",,"ec4b9b09ef88e292bdc8081624bc7842",,"hg19","wgEncode",,,"exp",,"1.1M","ScriptureVPaperR3",4976,,"wgEncodeBroadHistoneMonocd14ro1746H3k09me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k09me3Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k09me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k09me3Pk.broadPeak.gz"
"H3K9me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003073","GSM1003538","Bernstein","Broad",,"3f9da997b4c0f1e953f94a5cca4378d5",,"hg19","wgEncode",,,"exp",,"297M",,4976,,"wgEncodeBroadHistoneMonocd14ro1746H3k09me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k09me3Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k09me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k09me3Sig.bigWig"
"H3K27ac","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003067","GSM1003559","Bernstein","Broad",,"484c83fb42363d0d48e8c52298efb4f6",,"hg19","wgEncode",,,"exp",,"1.2M","ScriptureVPaperR3",4968,,"wgEncodeBroadHistoneMonocd14ro1746H3k27acPk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k27acPk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k27acPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k27acPk.broadPeak.gz"
"H3K27ac","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003067","GSM1003559","Bernstein","Broad",,"211ccd207c41c6454741d6d19be84246",,"hg19","wgEncode",,,"exp",,"299M",,4968,,"wgEncodeBroadHistoneMonocd14ro1746H3k27acSig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k27acSig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k27acSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k27acSig.bigWig"
"H3K27me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003068","GSM1003564","Bernstein","Broad",,"e884b0fdb4da504783e3da233c7b6d0b",,"hg19","wgEncode",,,"exp",,"1.8M","ScriptureVPaperR3",5017,,"wgEncodeBroadHistoneMonocd14ro1746H3k27me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k27me3Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k27me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k27me3Pk.broadPeak.gz"
"H3K27me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003068","GSM1003564","Bernstein","Broad",,"9de6355da7b95a1129e9e7094d9c1d17",,"hg19","wgEncode",,,"exp",,"296M",,5017,,"wgEncodeBroadHistoneMonocd14ro1746H3k27me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k27me3Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k27me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k27me3Sig.bigWig"
"H3K36me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003069","GSM1003562","Bernstein","Broad",,"1711c0eb352eae76bebaf6fe386f927e",,"hg19","wgEncode",,,"exp",,"643K","ScriptureVPaperR3",5000,,"wgEncodeBroadHistoneMonocd14ro1746H3k36me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k36me3Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k36me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k36me3Pk.broadPeak.gz"
"H3K36me3","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003069","GSM1003562","Bernstein","Broad",,"83bb53725669f687dc7a1805489263be",,"hg19","wgEncode",,,"exp",,"263M",,5000,,"wgEncodeBroadHistoneMonocd14ro1746H3k36me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k36me3Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k36me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k36me3Sig.bigWig"
"H3K79me2","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003072","GSM1003537","Bernstein","Broad",,"d44e856a5c60ee464aa6fada736b6489",,"hg19","wgEncode",,,"exp",,"603K","ScriptureVPaperR3",4991,,"wgEncodeBroadHistoneMonocd14ro1746H3k79me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H3k79me2Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H3k79me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k79me2Pk.broadPeak.gz"
"H3K79me2","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003072","GSM1003537","Bernstein","Broad",,"dcc9b673e333888160e22c96e90437c1",,"hg19","wgEncode",,,"exp",,"240M",,4991,,"wgEncodeBroadHistoneMonocd14ro1746H3k79me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H3k79me2Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H3k79me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H3k79me2Sig.bigWig"
"H4K20me1","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003074","GSM1003539","Bernstein","Broad",,"5298b27c394b2f6568aa3b49b243e5fe",,"hg19","wgEncode",,,"exp",,"690K","ScriptureVPaperR3",4982,,"wgEncodeBroadHistoneMonocd14ro1746H4k20me1Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneMonocd14ro1746H4k20me1Pk.broadPeak.gz","wgEncodeBroadHistoneMonocd14ro1746H4k20me1Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H4k20me1Pk.broadPeak.gz"
"H4K20me1","Monocytes-CD14+_RO01746","wgEncodeBroadHistone","std","wgEncodeEH003130","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-11-04#,#2012-08-04#,"wgEncodeEH003074","GSM1003539","Bernstein","Broad",,"99644667e97ebcb0ddc793079c0b5985",,"hg19","wgEncode",,,"exp",,"247M",,4982,,"wgEncodeBroadHistoneMonocd14ro1746H4k20me1Sig","None","bigWig","Signal","wgEncodeBroadHistoneMonocd14ro1746H4k20me1Sig.bigWig","wgEncodeBroadHistoneMonocd14ro1746H4k20me1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneMonocd14ro1746H4k20me1Sig.bigWig"
"Input","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001027","GSM733678","Bernstein","Broad",,"0881db3209166b7ae7c7f8658c0f4069",,"hg19","wgEncode",,,"exp",,"813M",,2902,,"wgEncodeBroadHistoneNhaControlStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaControlStdSig.bigWig","wgEncodeBroadHistoneNhaControlStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaControlStdSig.bigWig"
"CTCF","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001026","GSM733765","Bernstein","Broad",,"3a8c566046af8b59b1b12900e12b918a",,"hg19","wgEncode",,,"exp",,"1014K","ScriptureVPaperR3",2896,,"wgEncodeBroadHistoneNhaCtcfStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaCtcfStdPk.broadPeak.gz","wgEncodeBroadHistoneNhaCtcfStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaCtcfStdPk.broadPeak.gz"
"CTCF","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001026","GSM733765","Bernstein","Broad",,"94b5e49e89495d0cea59833bd3e0c6dc",,"hg19","wgEncode",,,"exp",,"392M",,2896,,"wgEncodeBroadHistoneNhaCtcfStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaCtcfStdSig.bigWig","wgEncodeBroadHistoneNhaCtcfStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaCtcfStdSig.bigWig"
"EZH2_(39875)","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002425","GSM1003532","Bernstein","Broad",,"4938e3e8b692f4e8a345505cc3ba653b",,"hg19","wgEncode",,,"exp",,"504K","ScriptureVPaperR3",4988,,"wgEncodeBroadHistoneNhaEzh239875Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaEzh239875Pk.broadPeak.gz","wgEncodeBroadHistoneNhaEzh239875Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaEzh239875Pk.broadPeak.gz"
"EZH2_(39875)","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002425","GSM1003532","Bernstein","Broad",,"24fefd38d2f01e186020e3f9ef2133c6",,"hg19","wgEncode",,,"exp",,"479M",,4988,,"wgEncodeBroadHistoneNhaEzh239875Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhaEzh239875Sig.bigWig","wgEncodeBroadHistoneNhaEzh239875Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaEzh239875Sig.bigWig"
"H2A.Z","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002397","GSM1003499","Bernstein","Broad",,"612eebc7efa9b8fff86d47cb39f3f1ff",,"hg19","wgEncode",,,"exp",,"1.5M","ScriptureVPaperR3",4954,,"wgEncodeBroadHistoneNhaH2azPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH2azPk.broadPeak.gz","wgEncodeBroadHistoneNhaH2azPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH2azPk.broadPeak.gz"
"H2A.Z","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002397","GSM1003499","Bernstein","Broad",,"32bed4749ea4c191cf97bd3fa603adca",,"hg19","wgEncode",,,"exp",,"454M",,4954,,"wgEncodeBroadHistoneNhaH2azSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH2azSig.bigWig","wgEncodeBroadHistoneNhaH2azSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH2azSig.bigWig"
"H3K4me2","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002426","GSM1003533","Bernstein","Broad",,"7cec6ba7afd05d09d51e25aca1a06cb6",,"hg19","wgEncode",,,"exp",,"1.9M","ScriptureVPaperR3",4981,,"wgEncodeBroadHistoneNhaH3k04me2Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k04me2Pk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k04me2Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k04me2Pk.broadPeak.gz"
"H3K4me2","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002426","GSM1003533","Bernstein","Broad",,"0c5e080365b9c811d77e894c7b606d44",,"hg19","wgEncode",,,"exp",,"353M",,4981,,"wgEncodeBroadHistoneNhaH3k04me2Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k04me2Sig.bigWig","wgEncodeBroadHistoneNhaH3k04me2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k04me2Sig.bigWig"
"H3K9ac","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002427","GSM1003534","Bernstein","Broad",,"3033a6697c01f69a75d15cc642298dab",,"hg19","wgEncode",,,"exp",,"1.3M","ScriptureVPaperR3",4970,,"wgEncodeBroadHistoneNhaH3k09acPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k09acPk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k09acPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k09acPk.broadPeak.gz"
"H3K9ac","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-24#,#2012-07-24#,"wgEncodeEH002427","GSM1003534","Bernstein","Broad",,"1b5326916cc1c049e94ba75b216e68f6",,"hg19","wgEncode",,,"exp",,"475M",,4970,,"wgEncodeBroadHistoneNhaH3k09acSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k09acSig.bigWig","wgEncodeBroadHistoneNhaH3k09acSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k09acSig.bigWig"
"H3K9me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002399","GSM1003491","Bernstein","Broad",,"ae784ff36d12fdd93ddbf1fe58409256",,"hg19","wgEncode",,,"exp",,"746K","ScriptureVPaperR3",4956,,"wgEncodeBroadHistoneNhaH3k09me3Pk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k09me3Pk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k09me3Pk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k09me3Pk.broadPeak.gz"
"H3K9me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-10-20#,#2012-07-20#,"wgEncodeEH002399","GSM1003491","Bernstein","Broad",,"a869e0fb214c91db45b171c12da2521f",,"hg19","wgEncode",,,"exp",,"474M",,4956,,"wgEncodeBroadHistoneNhaH3k09me3Sig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k09me3Sig.bigWig","wgEncodeBroadHistoneNhaH3k09me3Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k09me3Sig.bigWig"
"H3K27ac","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001028","GSM733763","Bernstein","Broad",,"0911604a1ada0a62804ee8bd9bfaaa90",,"hg19","wgEncode",,,"exp",,"1.2M","ScriptureVPaperR3",2897,,"wgEncodeBroadHistoneNhaH3k27acStdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k27acStdPk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k27acStdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27acStdPk.broadPeak.gz"
"H3K27ac","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-07-12#,#2011-04-12#,"wgEncodeEH001028","GSM733763","Bernstein","Broad",,"0bacc1e38e4fca345da30f2684a70bbe",,"hg19","wgEncode",,,"exp",,"311M",,2897,,"wgEncodeBroadHistoneNhaH3k27acStdSig","None","bigWig","Signal","wgEncodeBroadHistoneNhaH3k27acStdSig.bigWig","wgEncodeBroadHistoneNhaH3k27acStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27acStdSig.bigWig"
"H3K27me3","NH-A","wgEncodeBroadHistone","std","wgEncodeEH001027","ChipSeq","ENCODE Jan 2011 Freeze",#2010-11-05#,#2010-11-05#,#2011-08-05#,"wgEncodeEH001029","GSM733729","Bernstein","Broad",,"970264f084e6cd7fa9cd6ca4d5cccb8d",,"hg19","wgEncode",,,"exp",,"742K","ScriptureVPaperR3",2898,,"wgEncodeBroadHistoneNhaH3k27me3StdPk","None","broadPeak","Peaks","wgEncodeBroadHistoneNhaH3k27me3StdPk.broadPeak.gz","wgEncodeBroadHistoneNhaH3k27me3StdPk.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27me3StdPk.broadPeak.gz"
