"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"H3K4me3","HBMEC","wgEncodeUwHistone","std","wgEncodeEH000940","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000939",,"GSM945163","Stam","UW","DS15748","Hotspot-v5.1","faf5df7c08607e73f589fadde80add1b",,"hg19","wgEncode",2,"exp","633K",2613,"wgEncodeUwHistoneHbmecH3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneHbmecH3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneHbmecH3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHbmecH3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","HBMEC","wgEncodeUwHistone","std","wgEncodeEH000940","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000939",,"GSM945163","Stam","UW","DS15749","lmax-v1.0","0e18b3c3caacd62403fe9705cd934615",,"hg19","wgEncode",1,"exp","651K",2614,"wgEncodeUwHistoneHbmecH3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneHbmecH3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneHbmecH3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHbmecH3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","HBMEC","wgEncodeUwHistone","std","wgEncodeEH000940","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000939",,"GSM945163","Stam","UW","DS15748","lmax-v1.0","de74702238690397200fee07964fd729",,"hg19","wgEncode",2,"exp","653K",2613,"wgEncodeUwHistoneHbmecH3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneHbmecH3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneHbmecH3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHbmecH3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","HBMEC","wgEncodeUwHistone","std","wgEncodeEH000940","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000939",,"GSM945163","Stam","UW","DS15749","WindowDensity-bin20-win+/-75","c7035f5d28aae7cd04443c983ab506d6",,"hg19","wgEncode",1,"exp","69M",2614,"wgEncodeUwHistoneHbmecH3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHbmecH3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneHbmecH3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHbmecH3k4me3StdRawRep1.bigWig"
"H3K4me3","HBMEC","wgEncodeUwHistone","std","wgEncodeEH000940","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000939",,"GSM945163","Stam","UW","DS15748","WindowDensity-bin20-win+/-75","6b9a3575412890b0f0cc86f0c05a9f0d",,"hg19","wgEncode",2,"exp","76M",2613,"wgEncodeUwHistoneHbmecH3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneHbmecH3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneHbmecH3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHbmecH3k4me3StdRawRep2.bigWig"
"Input","HBMEC","wgEncodeUwHistone","std","wgEncodeEH000940","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000940",,"GSM945311","Stam","UW","DS15913","WindowDensity-bin20-win+/-75","d11e47e9b273ccacaad3d70d8410acb5",,"hg19","wgEncode",1,"input","194M",2615,"wgEncodeUwHistoneHbmecInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHbmecInputStdRawRep1.bigWig","wgEncodeUwHistoneHbmecInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHbmecInputStdRawRep1.bigWig"
"H3K4me3","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000941",,"GSM945312","Stam","UW","DS15751","Hotspot-v5.1","c097af212b5e3b6165d90ca433d9d345",,"hg19","wgEncode",1,"exp","1.5M",2618,"wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000941",,"GSM945312","Stam","UW","DS15753","Hotspot-v5.1","00ea5d6ea64aee5cf4b1c9948c961de9",,"hg19","wgEncode",2,"exp","1.5M",2619,"wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfH3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000941",,"GSM945312","Stam","UW","DS15751","lmax-v1.0","80be949eaf094284a521458607178da3",,"hg19","wgEncode",1,"exp","564K",2618,"wgEncodeUwHistoneHcfH3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneHcfH3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneHcfH3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfH3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000941",,"GSM945312","Stam","UW","DS15753","lmax-v1.0","9e504689bdb633d3a6ffe3f45686b222",,"hg19","wgEncode",2,"exp","619K",2619,"wgEncodeUwHistoneHcfH3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneHcfH3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneHcfH3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfH3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000941",,"GSM945312","Stam","UW","DS15751","WindowDensity-bin20-win+/-75","71033cb4fe4760c4c04833e58e93d360",,"hg19","wgEncode",1,"exp","111M",2618,"wgEncodeUwHistoneHcfH3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcfH3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneHcfH3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfH3k4me3StdRawRep1.bigWig"
"H3K4me3","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000941",,"GSM945312","Stam","UW","DS15753","WindowDensity-bin20-win+/-75","4368f42a5f8dad8702ca3ca538dd5f13",,"hg19","wgEncode",2,"exp","148M",2619,"wgEncodeUwHistoneHcfH3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneHcfH3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneHcfH3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfH3k4me3StdRawRep2.bigWig"
"Input","HCF","wgEncodeUwHistone","std","wgEncodeEH000942","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000942",,"GSM945309","Stam","UW","DS15914","WindowDensity-bin20-win+/-75","9d629279b7b59045ef1325850a2f5b56",,"hg19","wgEncode",1,"input","225M",2620,"wgEncodeUwHistoneHcfInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcfInputStdRawRep1.bigWig","wgEncodeUwHistoneHcfInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfInputStdRawRep1.bigWig"
"H3K4me3","HCFaa","wgEncodeUwHistone","std","wgEncodeEH000944","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000943",,"GSM945310","Stam","UW","DS15754","Hotspot-v5.1","81553a765a08d25fda32928224b164b3",,"hg19","wgEncode",1,"exp","721K",2616,"wgEncodeUwHistoneHcfaaH3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneHcfaaH3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneHcfaaH3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfaaH3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","HCFaa","wgEncodeUwHistone","std","wgEncodeEH000944","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000943",,"GSM945310","Stam","UW","DS15754","lmax-v1.0","60b056209db19c1bacfb42627e11bf2f",,"hg19","wgEncode",1,"exp","702K",2616,"wgEncodeUwHistoneHcfaaH3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneHcfaaH3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneHcfaaH3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfaaH3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","HCFaa","wgEncodeUwHistone","std","wgEncodeEH000944","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000943",,"GSM945310","Stam","UW","DS15754","WindowDensity-bin20-win+/-75","fcad7805012f9d73139b04528dd6da14",,"hg19","wgEncode",1,"exp","63M",2616,"wgEncodeUwHistoneHcfaaH3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcfaaH3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneHcfaaH3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfaaH3k4me3StdRawRep1.bigWig"
"Input","HCFaa","wgEncodeUwHistone","std","wgEncodeEH000944","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000944",,"GSM945307","Stam","UW","DS15915","WindowDensity-bin20-win+/-75","70c32b4d5fd0f20c18dad62e2204d069",,"hg19","wgEncode",1,"input","210M",2617,"wgEncodeUwHistoneHcfaaInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcfaaInputStdRawRep1.bigWig","wgEncodeUwHistoneHcfaaInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcfaaInputStdRawRep1.bigWig"
"H3K4me3","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000945",,"GSM945308","Stam","UW","DS15755","Hotspot-v5.1","5d761c30e65efe254deb09c153e4ba74",,"hg19","wgEncode",1,"exp","526K",2621,"wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000945",,"GSM945308","Stam","UW","DS15756","Hotspot-v5.1","4024c99dcfd524e7d7a2d8f7911e49b3",,"hg19","wgEncode",2,"exp","638K",2622,"wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmH3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000945",,"GSM945308","Stam","UW","DS15755","lmax-v1.0","80f2006ca88ee3be99b6838c72a30690",,"hg19","wgEncode",1,"exp","654K",2621,"wgEncodeUwHistoneHcmH3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneHcmH3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneHcmH3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmH3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000945",,"GSM945308","Stam","UW","DS15756","lmax-v1.0","0ca358626d8b20d9de380aed62520c63",,"hg19","wgEncode",2,"exp","686K",2622,"wgEncodeUwHistoneHcmH3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneHcmH3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneHcmH3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmH3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000945",,"GSM945308","Stam","UW","DS15755","WindowDensity-bin20-win+/-75","4e5944cb811c42a5a2800dea907b0175",,"hg19","wgEncode",1,"exp","44M",2621,"wgEncodeUwHistoneHcmH3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcmH3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneHcmH3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmH3k4me3StdRawRep1.bigWig"
"H3K4me3","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000945",,"GSM945308","Stam","UW","DS15756","WindowDensity-bin20-win+/-75","ac41ba680474adb564530595230738a3",,"hg19","wgEncode",2,"exp","64M",2622,"wgEncodeUwHistoneHcmH3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneHcmH3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneHcmH3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmH3k4me3StdRawRep2.bigWig"
"Input","HCM","wgEncodeUwHistone","std","wgEncodeEH000946","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000946",,"GSM945305","Stam","UW","DS15916","WindowDensity-bin20-win+/-75","df2875ce0f70d60606587348b68fd041",,"hg19","wgEncode",1,"input","206M",2623,"wgEncodeUwHistoneHcmInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcmInputStdRawRep1.bigWig","wgEncodeUwHistoneHcmInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcmInputStdRawRep1.bigWig"
"H3K4me3","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000947",,"GSM945306","Stam","UW","DS15758","Hotspot-v5.1","be77f03e25aac03b417a9c18440e9613",,"hg19","wgEncode",1,"exp","635K",2625,"wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000947",,"GSM945306","Stam","UW","DS15757","Hotspot-v5.1","da63948dc88a997dd17429d05b38c151",,"hg19","wgEncode",2,"exp","891K",2624,"wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeH3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000947",,"GSM945306","Stam","UW","DS15758","lmax-v1.0","d40822c25fca64d3ee9a33b305546eba",,"hg19","wgEncode",1,"exp","664K",2625,"wgEncodeUwHistoneHcpeH3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneHcpeH3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneHcpeH3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeH3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000947",,"GSM945306","Stam","UW","DS15757","lmax-v1.0","277f2f1f3de52e477b54c447446d3add",,"hg19","wgEncode",2,"exp","743K",2624,"wgEncodeUwHistoneHcpeH3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneHcpeH3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneHcpeH3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeH3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000947",,"GSM945306","Stam","UW","DS15758","WindowDensity-bin20-win+/-75","2f58419158153cdd46770003ea4bc426",,"hg19","wgEncode",1,"exp","64M",2625,"wgEncodeUwHistoneHcpeH3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcpeH3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneHcpeH3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeH3k4me3StdRawRep1.bigWig"
"H3K4me3","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000947",,"GSM945306","Stam","UW","DS15757","WindowDensity-bin20-win+/-75","e18303a48fd2ce0aeb805ca76d1bfaba",,"hg19","wgEncode",2,"exp","100M",2624,"wgEncodeUwHistoneHcpeH3k4me3StdRawRep2","None","bigWig","RawSignal","wgEncodeUwHistoneHcpeH3k4me3StdRawRep2.bigWig","wgEncodeUwHistoneHcpeH3k4me3StdRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeH3k4me3StdRawRep2.bigWig"
"Input","HCPEpiC","wgEncodeUwHistone","std","wgEncodeEH000948","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000948",,"GSM945303","Stam","UW","DS15917","WindowDensity-bin20-win+/-75","e26b7b5b3da10b732b489ab6ebec1374",,"hg19","wgEncode",1,"input","195M",2626,"wgEncodeUwHistoneHcpeInputStdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHcpeInputStdRawRep1.bigWig","wgEncodeUwHistoneHcpeInputStdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHcpeInputStdRawRep1.bigWig"
"H3K4me3","HCT-116","wgEncodeUwHistone","std","wgEncodeEH000950","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000949",,"GSM945304","Stam","UW","DS16056","Hotspot-v5.1","140b935dc2e53a28eecb7fc1466b549a",,"hg19","wgEncode",1,"exp","729K",2629,"wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep1.broadPeak.gz","wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep1.broadPeak.gz"
"H3K4me3","HCT-116","wgEncodeUwHistone","std","wgEncodeEH000950","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000949",,"GSM945304","Stam","UW","DS16055","Hotspot-v5.1","b36426c7f3a8456fc6fb53371dade46f",,"hg19","wgEncode",2,"exp","746K",2628,"wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep2.broadPeak.gz","wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHct116H3k4me3StdHotspotsRep2.broadPeak.gz"
"H3K4me3","HCT-116","wgEncodeUwHistone","std","wgEncodeEH000950","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000949",,"GSM945304","Stam","UW","DS16056","lmax-v1.0","cc337b7f9da1d4f673bd3bb7f2e3bbcf",,"hg19","wgEncode",1,"exp","578K",2629,"wgEncodeUwHistoneHct116H3k4me3StdPkRep1","None","narrowPeak","Peaks","wgEncodeUwHistoneHct116H3k4me3StdPkRep1.narrowPeak.gz","wgEncodeUwHistoneHct116H3k4me3StdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHct116H3k4me3StdPkRep1.narrowPeak.gz"
"H3K4me3","HCT-116","wgEncodeUwHistone","std","wgEncodeEH000950","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000949",,"GSM945304","Stam","UW","DS16055","lmax-v1.0","21b5c5adde005f07c32693df30b9d17b",,"hg19","wgEncode",2,"exp","606K",2628,"wgEncodeUwHistoneHct116H3k4me3StdPkRep2","None","narrowPeak","Peaks","wgEncodeUwHistoneHct116H3k4me3StdPkRep2.narrowPeak.gz","wgEncodeUwHistoneHct116H3k4me3StdPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHct116H3k4me3StdPkRep2.narrowPeak.gz"
"H3K4me3","HCT-116","wgEncodeUwHistone","std","wgEncodeEH000950","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-23#,#2011-07-23#,"wgEncodeEH000949",,"GSM945304","Stam","UW","DS16056","WindowDensity-bin20-win+/-75","752b6346d6e4ac9f2499e08d5b1a70c1",,"hg19","wgEncode",1,"exp","103M",2629,"wgEncodeUwHistoneHct116H3k4me3StdRawRep1","None","bigWig","RawSignal","wgEncodeUwHistoneHct116H3k4me3StdRawRep1.bigWig","wgEncodeUwHistoneHct116H3k4me3StdRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwHistone/wgEncodeUwHistoneHct116H3k4me3StdRawRep1.bigWig"
