"antibody","cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","protocol","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"ETS1","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002290","GSM1010829","Myers","HudsonAlpha","SL6600",,"74b763804b53066fee7b6c67a0ff33b6",,,"wgEncode","v042211.1",1,"exp","186K","MACS",4779,,"wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep1.broadPeak.gz"
"ETS1","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002290","GSM1010829","Myers","HudsonAlpha","SL7108",,"a32afcb27505c126ef8f5b3e002cea90",,,"wgEncode","v042211.1",2,"exp","67K","MACS",4779,,"wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ets1V0422111Etoh02PkRep2.broadPeak.gz"
"ETS1","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002290","GSM1010829","Myers","HudsonAlpha","SL6600",,"269ecc2fb517c13452281ef055412184",,,"wgEncode","v042211.1",1,"exp","9.6M",,4779,,"wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep1.bigWig"
"ETS1","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-16#,#2012-05-16#,"wgEncodeEH002290","GSM1010829","Myers","HudsonAlpha","SL7108",,"47567cf1bf8ec0913647c3636707c150",,,"wgEncode","v042211.1",2,"exp","7.9M",,4779,,"wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Ets1V0422111Etoh02RawRep2.bigWig"
"FOSL2","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002310","GSM1010748","Myers","HudsonAlpha","SL7116",,"11c1e41145f6d6657b0e6974a9875790",,,"wgEncode","v042211.1",1,"exp","342K","MACS",4850,,"wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep1.broadPeak.gz"
"FOSL2","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002310","GSM1010748","Myers","HudsonAlpha","SL8077",,"01ca68e188ae6f0aa020fc80d67bf14e",,,"wgEncode","v042211.1",2,"exp","582K","MACS",4850,,"wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Fosl2V0422111Etoh02PkRep2.broadPeak.gz"
"FOSL2","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002310","GSM1010748","Myers","HudsonAlpha","SL7116",,"699f5b0c5b01d9f78ae7d20ff643df75",,,"wgEncode","v042211.1",1,"exp","21M",,4850,,"wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep1.bigWig"
"FOSL2","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-23#,#2012-06-23#,"wgEncodeEH002310","GSM1010748","Myers","HudsonAlpha","SL8077",,"626df602f4d9e5b3e88c08df6ac6bf08",,,"wgEncode","v042211.1",2,"exp","37M",,4850,,"wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Fosl2V0422111Etoh02RawRep2.bigWig"
"FOXA1_(SC-101058)","A549","wgEncodeHaibTfbs","SL2665","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002293","GSM1010826","Myers","HudsonAlpha","SL2666",,"a59f2fa316c975c380ba37786215e3ff",,,"wgEncode","v041610.2",1,"exp","50K","MACS",4744,,"wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep1","DEX_100nM","broadPeak","Peaks","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep1.broadPeak.gz"
"FOXA1_(SC-101058)","A549","wgEncodeHaibTfbs","SL3251","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002293","GSM1010826","Myers","HudsonAlpha","SL3250",,"84231efff23f7973548c830e59e5d1a5",,,"wgEncode","v041610.2",2,"exp","59K","MACS",4744,,"wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep2","DEX_100nM","broadPeak","Peaks","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmPkRep2.broadPeak.gz"
"FOXA1_(SC-101058)","A549","wgEncodeHaibTfbs","SL2665","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002293","GSM1010826","Myers","HudsonAlpha","SL2666",,"33bd64d6f51cc7686411ff694017abf3",,,"wgEncode","v041610.2",1,"exp","24M",,4744,,"wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep1","DEX_100nM","bigWig","RawSignal","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep1.bigWig","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep1.bigWig"
"FOXA1_(SC-101058)","A549","wgEncodeHaibTfbs","SL3251","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002293","GSM1010826","Myers","HudsonAlpha","SL3250",,"c5460dd41c856ba07a12ba10b741b7f4",,,"wgEncode","v041610.2",2,"exp","20M",,4744,,"wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep2","DEX_100nM","bigWig","RawSignal","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep2.bigWig","wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmRawRep2.bigWig"
"FOXA1_(SC-101058)","A549","wgEncodeHaibTfbs","SL2665","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002325","GSM1010725","Myers","HudsonAlpha","SL2665",,"f316b2263bf08ce69db007eb75438ebc",,,"wgEncode","v041610.2",1,"input","23M",,4882,,"wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep1.bigWig"
"FOXA1_(SC-101058)","A549","wgEncodeHaibTfbs","SL3251","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002325","GSM1010725","Myers","HudsonAlpha","SL3251",,"241e01154354969f285cda1e043c8d8e",,,"wgEncode","v041610.2",2,"input","25M",,4882,,"wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa1V0416102Etoh02RawRep2.bigWig"
"FOXA2_(SC-6554)","A549","wgEncodeHaibTfbs","SL3978","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-08-29#,#2013-05-29#,"wgEncodeEH002326","GSM1010724","Myers","HudsonAlpha","SL3077",,"af010e6f7052bd26d4f45ff600d224b1",,,"wgEncode","v041610.2",1,"exp","560K","MACS",7874,,"wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep1.broadPeak.gz"
"FOXA2_(SC-6554)","A549","wgEncodeHaibTfbs","SL3978","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-08-29#,#2013-05-29#,"wgEncodeEH002326","GSM1010724","Myers","HudsonAlpha","SL3253",,"4f86511b322394cab735ba78f71b3a2e",,,"wgEncode","v041610.2",2,"exp","525K","MACS",7874,,"wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa2V0416102Etoh02PkRep2.broadPeak.gz"
"FOXA2_(SC-6554)","A549","wgEncodeHaibTfbs","SL3077","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002326","GSM1010724","Myers","HudsonAlpha","SL3077",,"72c1c7f6b6c41f8b3cd6a1dff6ab9f2f",,,"wgEncode","v041610.2",1,"exp","46M",,4882,,"wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep1.bigWig"
"FOXA2_(SC-6554)","A549","wgEncodeHaibTfbs","SL3253","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-09-30#,#2012-06-30#,"wgEncodeEH002326","GSM1010724","Myers","HudsonAlpha","SL3253",,"89014c7ae988fbacbd56e3955fa72c45",,,"wgEncode","v041610.2",2,"exp","21M",,4882,,"wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Foxa2V0416102Etoh02RawRep2.bigWig"
"GABP","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002294","GSM1010833","Myers","HudsonAlpha","SL6015",,"9cd66de1abc3534fbb584956539b56c5",,,"wgEncode","v042211.1",1,"exp","224K","MACS",4745,,"wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep1","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep1.broadPeak.gz"
"GABP","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002294","GSM1010833","Myers","HudsonAlpha","SL6595",,"d361b845110bc5a04bea50a1d72e0007",,,"wgEncode","v042211.1",2,"exp","128K","MACS",4745,,"wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep2","EtOH_0.02pct","broadPeak","Peaks","wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GabpV0422111Etoh02PkRep2.broadPeak.gz"
"GABP","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002294","GSM1010833","Myers","HudsonAlpha","SL6015",,"aa1b31be2ba863e5c98e62c7fb23a3ec",,,"wgEncode","v042211.1",1,"exp","25M",,4745,,"wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep1","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep1.bigWig","wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep1.bigWig"
"GABP","A549","wgEncodeHaibTfbs","SL6021","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-08-30#,#2012-05-30#,"wgEncodeEH002294","GSM1010833","Myers","HudsonAlpha","SL6595",,"a1bcbca86ec4c12a067a86df2a2be23e",,,"wgEncode","v042211.1",2,"exp","18M",,4745,,"wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep2","EtOH_0.02pct","bigWig","RawSignal","wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep2.bigWig","wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GabpV0422111Etoh02RawRep2.bigWig"
"GATA3_(SC-268)","A549","wgEncodeHaibTfbs","SL12790","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-24#,"wgEncodeEH003250","GSM1010727","Myers","HudsonAlpha","SL12399",,"9c19facfd72a880a634175cd565945f4",,,"wgEncode","v042211.1",1,"exp","98K","MACS",7573,,"wgEncodeHaibTfbsA549Gata3V0422111PkRep1","None","broadPeak","Peaks","wgEncodeHaibTfbsA549Gata3V0422111PkRep1.broadPeak.gz","wgEncodeHaibTfbsA549Gata3V0422111PkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Gata3V0422111PkRep1.broadPeak.gz"
"GATA3_(SC-268)","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-24#,"wgEncodeEH003250","GSM1010727","Myers","HudsonAlpha","SL13283",,"d6fc5c96f99837b6b173aeac24921736",,,"wgEncode","v042211.1",2,"exp","318K","MACS",7573,,"wgEncodeHaibTfbsA549Gata3V0422111PkRep2","None","broadPeak","Peaks","wgEncodeHaibTfbsA549Gata3V0422111PkRep2.broadPeak.gz","wgEncodeHaibTfbsA549Gata3V0422111PkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Gata3V0422111PkRep2.broadPeak.gz"
"GATA3_(SC-268)","A549","wgEncodeHaibTfbs","SL12790","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-24#,"wgEncodeEH003250","GSM1010727","Myers","HudsonAlpha","SL12399",,"9f842b496ef5e71c79049c2d2589a012",,,"wgEncode","v042211.1",1,"exp","143M",,7573,,"wgEncodeHaibTfbsA549Gata3V0422111RawRep1","None","bigWig","RawSignal","wgEncodeHaibTfbsA549Gata3V0422111RawRep1.bigWig","wgEncodeHaibTfbsA549Gata3V0422111RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Gata3V0422111RawRep1.bigWig"
"GATA3_(SC-268)","A549","wgEncodeHaibTfbs","SL13321","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-24#,#2013-04-24#,"wgEncodeEH003250","GSM1010727","Myers","HudsonAlpha","SL13283",,"5e61aa934aa86b2b27f71af5279abd54",,,"wgEncode","v042211.1",2,"exp","208M",,7573,,"wgEncodeHaibTfbsA549Gata3V0422111RawRep2","None","bigWig","RawSignal","wgEncodeHaibTfbsA549Gata3V0422111RawRep2.bigWig","wgEncodeHaibTfbsA549Gata3V0422111RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549Gata3V0422111RawRep2.bigWig"
"GR","A549","wgEncodeHaibTfbs","SL878","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-12-09#,#2010-09-09#,"wgEncodeEH001490","GSM803357","Myers","HudsonAlpha","SL884",,"2ba1bb5ab30d9e3fb4f423f75727221f",,"hg18","wgEncode","PCR1x",1,"exp","23K","MACS",1258,,"wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep1","DEX_500pM","broadPeak","Peaks","wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep1.broadPeak.gz","wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep1.broadPeak.gz"
"GR","A549","wgEncodeHaibTfbs","SL879","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-12-09#,#2010-09-09#,"wgEncodeEH001490","GSM803357","Myers","HudsonAlpha","SL885",,"197c1656cacc7f2cdccfa462a307d55b",,"hg18","wgEncode","PCR1x",2,"exp","11K","MACS",1258,,"wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep2","DEX_500pM","broadPeak","Peaks","wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep2.broadPeak.gz","wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex500pmPkRep2.broadPeak.gz"
"GR","A549","wgEncodeHaibTfbs","SL878","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-01#,#2011-09-01#,"wgEncodeEH001490","GSM803357","Myers","HudsonAlpha","SL884",,"73755a10c3dfc61d3788ab8ef6b6a67b",,,"wgEncode","PCR1x",1,"exp","14M",,3037,,"wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep1","DEX_500pM","bigWig","RawSignal","wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep1.bigWig","wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep1.bigWig"
"GR","A549","wgEncodeHaibTfbs","SL879","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-01#,#2011-09-01#,"wgEncodeEH001490","GSM803357","Myers","HudsonAlpha","SL885",,"629fdfe8f1c10ce1c6d9a337aa380449",,,"wgEncode","PCR1x",2,"exp","9.3M",,3037,,"wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep2","DEX_500pM","bigWig","RawSignal","wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep2.bigWig","wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex500pmRawRep2.bigWig"
"GR","A549","wgEncodeHaibTfbs","SL878","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-12-09#,#2010-09-09#,"wgEncodeEH001491","GSM803358","Myers","HudsonAlpha","SL882",,"726d4a747480a147749fd14e43647179",,"hg18","wgEncode","PCR1x",1,"exp","349K","MACS",1258,,"wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep1","DEX_50nM","broadPeak","Peaks","wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep1.broadPeak.gz","wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep1.broadPeak.gz"
"GR","A549","wgEncodeHaibTfbs","SL879","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-12-09#,#2010-09-09#,"wgEncodeEH001491","GSM803358","Myers","HudsonAlpha","SL883",,"18086c08c4ea41ac0c3794ff2c0bf4be",,"hg18","wgEncode","PCR1x",2,"exp","333K","MACS",1258,,"wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep2","DEX_50nM","broadPeak","Peaks","wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep2.broadPeak.gz","wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex50nmPkRep2.broadPeak.gz"
"GR","A549","wgEncodeHaibTfbs","SL878","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-01#,#2011-09-01#,"wgEncodeEH001491","GSM803358","Myers","HudsonAlpha","SL882",,"f32640c8e7af3be9ce8a728ad4236a0b",,,"wgEncode","PCR1x",1,"exp","26M",,3037,,"wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep1","DEX_50nM","bigWig","RawSignal","wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep1.bigWig","wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep1.bigWig"
"GR","A549","wgEncodeHaibTfbs","SL879","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-01#,#2011-09-01#,"wgEncodeEH001491","GSM803358","Myers","HudsonAlpha","SL883",,"9b0d753f6177c69af372a3e8ae7301ed",,,"wgEncode","PCR1x",2,"exp","23M",,3037,,"wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep2","DEX_50nM","bigWig","RawSignal","wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep2.bigWig","wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex50nmRawRep2.bigWig"
"GR","A549","wgEncodeHaibTfbs","SL878","ChipSeq","ENCODE June 2010 Freeze",#2010-06-07#,#2009-12-09#,#2010-09-09#,"wgEncodeEH001492","GSM803359","Myers","HudsonAlpha","SL880",,"58eeab04ab318d1b9db4c30936b242ea",,"hg18","wgEncode","PCR1x",1,"exp","99K","MACS",1258,,"wgEncodeHaibTfbsA549GrPcr1xDex5nmPkRep1","DEX_5nM","broadPeak","Peaks","wgEncodeHaibTfbsA549GrPcr1xDex5nmPkRep1.broadPeak.gz","wgEncodeHaibTfbsA549GrPcr1xDex5nmPkRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeHaibTfbs/wgEncodeHaibTfbsA549GrPcr1xDex5nmPkRep1.broadPeak.gz"
