"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","seq_platform","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"Th1","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-16#,"wgEncodeEH000478","GSM646569","Stam","UW","DS18018",,"82c79236ddd3ea0533aadc070841b94a",,"hg19","wgEncode",2,"Illumina_HiSeq_2000","836M",7352,,"wgEncodeUwDgfTh1SigRep2","None","bigWig","Signal","wgEncodeUwDgfTh1SigRep2.bigWig","wgEncodeUwDgfTh1SigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1SigRep2.bigWig"
"Th1_Wb33676984","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003159","GSM1014540","Stam","UW","DS18015","Hotspot-v5.2","51c7ec24fae5f3a6642f7a100bc72347",,"hg19","wgEncode",,"Illumina_HiSeq_2000","3.3M",7353,,"wgEncodeUwDgfTh1wb33676984Hotspots","None","broadPeak","Hotspots","wgEncodeUwDgfTh1wb33676984Hotspots.broadPeak.gz","wgEncodeUwDgfTh1wb33676984Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1wb33676984Hotspots.broadPeak.gz"
"Th1_Wb33676984","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003159","GSM1014540","Stam","UW","DS18015","lmax-v1.0","1c2639bca97fb98cd8175b6ddbf3a05c",,"hg19","wgEncode",,"Illumina_HiSeq_2000","1.9M",7353,,"wgEncodeUwDgfTh1wb33676984Pk","None","narrowPeak","Peaks","wgEncodeUwDgfTh1wb33676984Pk.narrowPeak.gz","wgEncodeUwDgfTh1wb33676984Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1wb33676984Pk.narrowPeak.gz"
"Th1_Wb33676984","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003159","GSM1014540","Stam","UW","DS18015","WindowDensity-bin20-win+/-75","e9cf60685598428dc46b19be136228db",,"hg19","wgEncode",,"Illumina_HiSeq_2000","368M",7353,,"wgEncodeUwDgfTh1wb33676984Raw","None","bigWig","RawSignal","wgEncodeUwDgfTh1wb33676984Raw.bigWig","wgEncodeUwDgfTh1wb33676984Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1wb33676984Raw.bigWig"
"Th1_Wb33676984","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003159","GSM1014540","Stam","UW","DS18015",,"7bcfa501f414062634f2f8b71082d7f6",,"hg19","wgEncode",,"Illumina_HiSeq_2000","638M",7353,,"wgEncodeUwDgfTh1wb33676984Sig","None","bigWig","Signal","wgEncodeUwDgfTh1wb33676984Sig.bigWig","wgEncodeUwDgfTh1wb33676984Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh1wb33676984Sig.bigWig"
"Th2","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003162","GSM1014521","Stam","UW","DS17603","Hotspot-v5.2","c375274857463e5a6da09a3978f62f19",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.7M",7356,,"wgEncodeUwDgfTh2Hotspots","None","broadPeak","Hotspots","wgEncodeUwDgfTh2Hotspots.broadPeak.gz","wgEncodeUwDgfTh2Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2Hotspots.broadPeak.gz"
"Th2","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003162","GSM1014521","Stam","UW","DS17603","lmax-v1.0","ff297923683e2ce58db66a797daef1ab",,"hg19","wgEncode",,"Illumina_HiSeq_2000","1.8M",7356,,"wgEncodeUwDgfTh2Pk","None","narrowPeak","Peaks","wgEncodeUwDgfTh2Pk.narrowPeak.gz","wgEncodeUwDgfTh2Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2Pk.narrowPeak.gz"
"Th2","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003162","GSM1014521","Stam","UW","DS17603","WindowDensity-bin20-win+/-75","94128cf8a4872251cfb1930fc38f91c0",,"hg19","wgEncode",,"Illumina_HiSeq_2000","391M",7356,,"wgEncodeUwDgfTh2Raw","None","bigWig","RawSignal","wgEncodeUwDgfTh2Raw.bigWig","wgEncodeUwDgfTh2Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2Raw.bigWig"
"Th2","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003162","GSM1014521","Stam","UW","DS17603",,"ddc2cc513bfb2ce3af8f181382d5b1d5",,"hg19","wgEncode",,"Illumina_HiSeq_2000","842M",7356,,"wgEncodeUwDgfTh2Sig","None","bigWig","Signal","wgEncodeUwDgfTh2Sig.bigWig","wgEncodeUwDgfTh2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2Sig.bigWig"
"Th2_Wb54553204","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003160","GSM1014522","Stam","UW","DS17597","Hotspot-v5.2","103d038e7aec777364ace9cabdcf8f5f",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.2M",7354,,"wgEncodeUwDgfTh2wb54553204Hotspots","None","broadPeak","Hotspots","wgEncodeUwDgfTh2wb54553204Hotspots.broadPeak.gz","wgEncodeUwDgfTh2wb54553204Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2wb54553204Hotspots.broadPeak.gz"
"Th2_Wb54553204","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003160","GSM1014522","Stam","UW","DS17597","lmax-v1.0","34cf72458bd0abe7287adc424c3c42c6",,"hg19","wgEncode",,"Illumina_HiSeq_2000","1.9M",7354,,"wgEncodeUwDgfTh2wb54553204Pk","None","narrowPeak","Peaks","wgEncodeUwDgfTh2wb54553204Pk.narrowPeak.gz","wgEncodeUwDgfTh2wb54553204Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2wb54553204Pk.narrowPeak.gz"
"Th2_Wb54553204","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003160","GSM1014522","Stam","UW","DS17597","WindowDensity-bin20-win+/-75","397f3169da220b869c5529e30a2a3bf1",,"hg19","wgEncode",,"Illumina_HiSeq_2000","338M",7354,,"wgEncodeUwDgfTh2wb54553204Raw","None","bigWig","RawSignal","wgEncodeUwDgfTh2wb54553204Raw.bigWig","wgEncodeUwDgfTh2wb54553204Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2wb54553204Raw.bigWig"
"Th2_Wb54553204","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003160","GSM1014522","Stam","UW","DS17597",,"13b9498248952e9355f807b064dc7558",,"hg19","wgEncode",,"Illumina_HiSeq_2000","514M",7354,,"wgEncodeUwDgfTh2wb54553204Sig","None","bigWig","Signal","wgEncodeUwDgfTh2wb54553204Sig.bigWig","wgEncodeUwDgfTh2wb54553204Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTh2wb54553204Sig.bigWig"
"Treg_Wb78495824","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003161","GSM1014523","Stam","UW","DS14702","Hotspot-v5.2","1f8f56c7671c1e24ac05d24e23449490",,"hg19","wgEncode",,"Illumina_HiSeq_2000","2.6M",7355,,"wgEncodeUwDgfTregwb78495824Hotspots","None","broadPeak","Hotspots","wgEncodeUwDgfTregwb78495824Hotspots.broadPeak.gz","wgEncodeUwDgfTregwb78495824Hotspots.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTregwb78495824Hotspots.broadPeak.gz"
"Treg_Wb78495824","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003161","GSM1014523","Stam","UW","DS14702","lmax-v1.0","3825118b4bdce02be34967e1e073905e",,"hg19","wgEncode",,"Illumina_HiSeq_2000","1.9M",7355,,"wgEncodeUwDgfTregwb78495824Pk","None","narrowPeak","Peaks","wgEncodeUwDgfTregwb78495824Pk.narrowPeak.gz","wgEncodeUwDgfTregwb78495824Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTregwb78495824Pk.narrowPeak.gz"
"Treg_Wb78495824","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003161","GSM1014523","Stam","UW","DS14702","WindowDensity-bin20-win+/-75","035d2127ec6a4c34a457ebd7ea0f3797",,"hg19","wgEncode",,"Illumina_HiSeq_2000","336M",7355,,"wgEncodeUwDgfTregwb78495824Raw","None","bigWig","RawSignal","wgEncodeUwDgfTregwb78495824Raw.bigWig","wgEncodeUwDgfTregwb78495824Raw.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTregwb78495824Raw.bigWig"
"Treg_Wb78495824","wgEncodeUwDgf","DnaseDgf","ENCODE Jul 2012 Freeze",,#2012-07-12#,#2013-04-12#,"wgEncodeEH003161","GSM1014523","Stam","UW","DS14702",,"3015a0c1797decae37e2319da0f5f1c1",,"hg19","wgEncode",,"Illumina_HiSeq_2000","484M",7355,,"wgEncodeUwDgfTregwb78495824Sig","None","bigWig","Signal","wgEncodeUwDgfTregwb78495824Sig.bigWig","wgEncodeUwDgfTregwb78495824Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDgf/wgEncodeUwDgfTregwb78495824Sig.bigWig"
