"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"p300","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002834","GSM935401","Snyder","Stanford","PeakSeq1.0","68ae1503a36a8e4e49d5435a7ef819da",,,"wgEncode",,"exp","1.4M",,5529,,"wgEncodeSydhTfbsK562P300IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562P300IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562P300IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562P300IggrabPk.narrowPeak.gz"
"p300","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002834","GSM935401","Snyder","Stanford","PeakSeq1.0","3d0cdd83b8e548279cf55542a900cbe7",,,"wgEncode",,"exp","417M",,5529,,"wgEncodeSydhTfbsK562P300IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562P300IggrabSig.bigWig","wgEncodeSydhTfbsK562P300IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562P300IggrabSig.bigWig"
"p300_(SC-48343)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001828","GSM935494","Snyder","Stanford","PeakSeq1.0","882d3a365a7eb97c3e086b11f094aa3a",,"hg19","wgEncode",,"exp","318K",,2769,,"wgEncodeSydhTfbsK562P300sc584sc48343IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562P300sc584sc48343IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562P300sc584sc48343IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562P300sc584sc48343IggrabPk.narrowPeak.gz"
"p300_(SC-48343)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-27#,#2011-07-27#,"wgEncodeEH001828","GSM935494","Snyder","Stanford","PeakSeq1.0","ef6983ae1dddb463f5bf79d2da56c091",,"hg19","wgEncode",,"exp","286M",,2769,,"wgEncodeSydhTfbsK562P300sc584sc48343IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562P300sc584sc48343IggrabSig.bigWig","wgEncodeSydhTfbsK562P300sc584sc48343IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562P300sc584sc48343IggrabSig.bigWig"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000655","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000660","GSM935475","Snyder","Yale",,"d0fcc2fae7c18772508d2e9676a411ea",,"hg18","wgEncode",,"exp","181K",,4165,,"wgEncodeSydhTfbsK562Pol2Ifna30StdPk","IFNa30","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2Ifna30StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2Ifna30StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifna30StdPk.narrowPeak.gz"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000655","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000660","GSM935475","Snyder","Yale",,"887fd3a5d52d62b974e3be3544cbfbeb",,"hg18","wgEncode",,"exp","274M",,3056,,"wgEncodeSydhTfbsK562Pol2Ifna30StdSig","IFNa30","bigWig","Signal","wgEncodeSydhTfbsK562Pol2Ifna30StdSig.bigWig","wgEncodeSydhTfbsK562Pol2Ifna30StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifna30StdSig.bigWig"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000656","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000661","GSM935474","Snyder","Yale",,"12aaf5f1a39afac91f5ca2aba90eb3dd",,"hg18","wgEncode",,"exp","190K",,4165,,"wgEncodeSydhTfbsK562Pol2Ifna6hStdPk","IFNa6h","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2Ifna6hStdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2Ifna6hStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifna6hStdPk.narrowPeak.gz"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000656","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000661","GSM935474","Snyder","Yale",,"d1a90667a60324bd242c793a70e535c0",,"hg18","wgEncode",,"exp","295M",,3056,,"wgEncodeSydhTfbsK562Pol2Ifna6hStdSig","IFNa6h","bigWig","Signal","wgEncodeSydhTfbsK562Pol2Ifna6hStdSig.bigWig","wgEncodeSydhTfbsK562Pol2Ifna6hStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifna6hStdSig.bigWig"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000657","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000704","GSM935388","Snyder","Stanford",,"0e1e4bcfbc9143d6da9027890b928bf0",,"hg18","wgEncode",,"exp","263K",,4165,,"wgEncodeSydhTfbsK562Pol2Ifng30StdPk","IFNg30","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2Ifng30StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2Ifng30StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifng30StdPk.narrowPeak.gz"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000657","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000704","GSM935388","Snyder","Stanford",,"8bb641fe367ca0f9275e56c0dce9dcf3",,"hg18","wgEncode",,"exp","347M",,3056,,"wgEncodeSydhTfbsK562Pol2Ifng30StdSig","IFNg30","bigWig","Signal","wgEncodeSydhTfbsK562Pol2Ifng30StdSig.bigWig","wgEncodeSydhTfbsK562Pol2Ifng30StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifng30StdSig.bigWig"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000658","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000662","GSM935473","Snyder","Yale",,"8d7e4dc4e4c06518eba48533e260b289",,"hg18","wgEncode",,"exp","251K",,4165,,"wgEncodeSydhTfbsK562Pol2Ifng6hStdPk","IFNg6h","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2Ifng6hStdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2Ifng6hStdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifng6hStdPk.narrowPeak.gz"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000658","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000662","GSM935473","Snyder","Yale",,"33bdbc45bc5e954f44faefb097f937a5",,"hg18","wgEncode",,"exp","317M",,3056,,"wgEncodeSydhTfbsK562Pol2Ifng6hStdSig","IFNg6h","bigWig","Signal","wgEncodeSydhTfbsK562Pol2Ifng6hStdSig.bigWig","wgEncodeSydhTfbsK562Pol2Ifng6hStdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2Ifng6hStdSig.bigWig"
"Pol2","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000727","GSM935632","Snyder","Stanford",,"e878710ad764502ef990eeff2524a04a",,"hg18","wgEncode",,"exp","111K",,4165,,"wgEncodeSydhTfbsK562Pol2IggmusPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2IggmusPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2IggmusPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2IggmusPk.narrowPeak.gz"
"Pol2","K562","wgEncodeSydhTfbs","IgG-mus","wgEncodeEH000726","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000727","GSM935632","Snyder","Stanford",,"827b59c5dfc3aaf3ad912b89060748e8",,"hg18","wgEncode",,"exp","332M",,3056,,"wgEncodeSydhTfbsK562Pol2IggmusSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Pol2IggmusSig.bigWig","wgEncodeSydhTfbsK562Pol2IggmusSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2IggmusSig.bigWig"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000616","GSM935358","Snyder","Yale",,"41d68a9c6796b020e88d2adcf9be1ba3",,"hg18","wgEncode",,"exp","272K",,4165,,"wgEncodeSydhTfbsK562Pol2StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2StdPk.narrowPeak.gz"
"Pol2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000616","GSM935358","Snyder","Yale",,"86e02c859d476b4fdc69d6ddf4d014ce",,"hg18","wgEncode",,"exp","289M",,3056,,"wgEncodeSydhTfbsK562Pol2StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Pol2StdSig.bigWig","wgEncodeSydhTfbsK562Pol2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2StdSig.bigWig"
"Pol2(phosphoS2)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002833","GSM935402","Snyder","Stanford","PeakSeq1.0","5f7f919615060c200ba047bece218c5e",,,"wgEncode",,"exp","1.8M",,5522,,"wgEncodeSydhTfbsK562Pol2s2IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2s2IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2s2IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2s2IggrabPk.narrowPeak.gz"
"Pol2(phosphoS2)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002833","GSM935402","Snyder","Stanford","PeakSeq1.0","e0adc91e50615ec823d2ebd3055b5a06",,,"wgEncode",,"exp","373M",,5522,,"wgEncodeSydhTfbsK562Pol2s2IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Pol2s2IggrabSig.bigWig","wgEncodeSydhTfbsK562Pol2s2IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2s2IggrabSig.bigWig"
"Pol2(phosphoS2)","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-12#,#2011-04-12#,"wgEncodeEH001805","GSM935645","Snyder","Stanford","PeakSeq1.0","3dce75d663db7e3d0db775c02bba0fd2",,"hg19","wgEncode",,"exp","1.2M",,1623,,"wgEncodeSydhTfbsK562Pol2s2StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol2s2StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol2s2StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2s2StdPk.narrowPeak.gz"
"Pol2(phosphoS2)","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-07-12#,#2011-04-12#,"wgEncodeEH001805","GSM935645","Snyder","Stanford","PeakSeq1.0","92b18c6fdad57668cdb1fb10fea45902",,"hg19","wgEncode",,"exp","140M",,1623,,"wgEncodeSydhTfbsK562Pol2s2StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Pol2s2StdSig.bigWig","wgEncodeSydhTfbsK562Pol2s2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol2s2StdSig.bigWig"
"Pol3","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000694","GSM935481","Snyder","Stanford",,"9123418a8d342a40a1f9614cbfca0806",,"hg18","wgEncode",,"exp","2.1K",,4165,,"wgEncodeSydhTfbsK562Pol3StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Pol3StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Pol3StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol3StdPk.narrowPeak.gz"
"Pol3","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000694","GSM935481","Snyder","Stanford",,"b27a37aba97933f74da7c6f52c8a4535",,"hg18","wgEncode",,"exp","279M",,3056,,"wgEncodeSydhTfbsK562Pol3StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Pol3StdSig.bigWig","wgEncodeSydhTfbsK562Pol3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Pol3StdSig.bigWig"
"Rad21","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000649","GSM935319","Snyder","Yale",,"31e26aa8be8f75f6f0ebfbc12e2a904f",,"hg18","wgEncode",,"exp","259K",,4165,,"wgEncodeSydhTfbsK562Rad21StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Rad21StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Rad21StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Rad21StdPk.narrowPeak.gz"
"Rad21","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000649","GSM935319","Snyder","Yale",,"1b4ca781ee370e3c899ba9ea38e0fdb8",,"hg18","wgEncode",,"exp","304M",,3056,,"wgEncodeSydhTfbsK562Rad21StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Rad21StdSig.bigWig","wgEncodeSydhTfbsK562Rad21StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Rad21StdSig.bigWig"
"RFX5_(200-401-194)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-30#,#2012-03-30#,"wgEncodeEH002033","GSM935565","Snyder","Stanford","PeakSeq1.0.  Although this dataset narrowly misses the ENCODE cut-off for peak agreement between replicates, the exceptionally strong signals observed at the HLA loci on chromosome 6 indicate that this is a high-quality dataset.","ae84b26b09857dfc02444fcf70734f7e",,"hg19","wgEncode",,"exp","677K",,4460,,"wgEncodeSydhTfbsK562Rfx5IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Rfx5IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Rfx5IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Rfx5IggrabPk.narrowPeak.gz"
"RFX5_(200-401-194)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-30#,#2012-03-30#,"wgEncodeEH002033","GSM935565","Snyder","Stanford","PeakSeq1.0","d299cecee661b156a022b96fa7f26d7f",,"hg19","wgEncode",,"exp","365M",,4460,,"wgEncodeSydhTfbsK562Rfx5IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Rfx5IggrabSig.bigWig","wgEncodeSydhTfbsK562Rfx5IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Rfx5IggrabSig.bigWig"
"RPC155","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000680","GSM935372","Snyder","Harvard",,"c5b18252c20c6aebc467656680c51d20",,"hg18","wgEncode",,"exp","20K",,4165,,"wgEncodeSydhTfbsK562Rpc155StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Rpc155StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Rpc155StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Rpc155StdPk.narrowPeak.gz"
"RPC155","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000680","GSM935372","Snyder","Harvard",,"fcba3b130a9c71fa995f0d2728c33b00",,"hg18","wgEncode",,"exp","284M",,3056,,"wgEncodeSydhTfbsK562Rpc155StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Rpc155StdSig.bigWig","wgEncodeSydhTfbsK562Rpc155StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Rpc155StdSig.bigWig"
"SETDB1","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000769","GSM935573","Snyder","USC",,"74ed6582b9df786ac592b77a0b22cf1d",,"hg18","wgEncode",,"exp","29K",,4165,,"wgEncodeSydhTfbsK562Setdb1MnasedUcdPk","MNaseD","narrowPeak","Peaks","wgEncodeSydhTfbsK562Setdb1MnasedUcdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Setdb1MnasedUcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Setdb1MnasedUcdPk.narrowPeak.gz"
"SETDB1","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000769","GSM935573","Snyder","USC",,"8bc88b0248b4b09bd70f78003967b6c7",,"hg18","wgEncode",,"exp","391M",,3056,,"wgEncodeSydhTfbsK562Setdb1MnasedUcdSig","MNaseD","bigWig","Signal","wgEncodeSydhTfbsK562Setdb1MnasedUcdSig.bigWig","wgEncodeSydhTfbsK562Setdb1MnasedUcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Setdb1MnasedUcdSig.bigWig"
"SETDB1","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000677","GSM935598","Snyder","USC",,"53b97f9d370e39582467b6d40f7512e7",,"hg18","wgEncode",,"exp","58K",,4165,,"wgEncodeSydhTfbsK562Setdb1UcdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Setdb1UcdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Setdb1UcdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Setdb1UcdPk.narrowPeak.gz"
"SETDB1","K562","wgEncodeSydhTfbs","UCDavis","wgEncodeEH000672","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000677","GSM935598","Snyder","USC",,"61ad54a0eb0844822cef5e416848d24e",,"hg18","wgEncode",,"exp","322M",,3056,,"wgEncodeSydhTfbsK562Setdb1UcdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Setdb1UcdSig.bigWig","wgEncodeSydhTfbsK562Setdb1UcdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Setdb1UcdSig.bigWig"
"SIRT6","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000681","GSM935371","Snyder","Harvard",,"4b8fa5ee502da30b76a77d4a727c3bc9",,"hg18","wgEncode",,"exp","12K",,4165,,"wgEncodeSydhTfbsK562Sirt6StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Sirt6StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Sirt6StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Sirt6StdPk.narrowPeak.gz"
"SIRT6","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000681","GSM935371","Snyder","Harvard",,"36761ef5b27aa91da8a5c475699f8b7f",,"hg18","wgEncode",,"exp","363M",,3056,,"wgEncodeSydhTfbsK562Sirt6StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Sirt6StdSig.bigWig","wgEncodeSydhTfbsK562Sirt6StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Sirt6StdSig.bigWig"
"SMC3_(ab9263)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001845","GSM935310","Snyder","Stanford","PeakSeq1.0","a72c84f021798c44d11750ea7679ffbf",,"hg19","wgEncode",,"exp","754K",,3324,,"wgEncodeSydhTfbsK562Smc3ab9263IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Smc3ab9263IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Smc3ab9263IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Smc3ab9263IggrabPk.narrowPeak.gz"
"SMC3_(ab9263)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001845","GSM935310","Snyder","Stanford","PeakSeq1.0","b6086105790c29856f74513d46a48d27",,"hg19","wgEncode",,"exp","234M",,3324,,"wgEncodeSydhTfbsK562Smc3ab9263IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Smc3ab9263IggrabSig.bigWig","wgEncodeSydhTfbsK562Smc3ab9263IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Smc3ab9263IggrabSig.bigWig"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000655","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000663","GSM935472","Snyder","Yale",,"3ee906e3f2b296a935a77fbe0cadbcd4",,"hg18","wgEncode",,"exp","6.8K",,4165,,"wgEncodeSydhTfbsK562Stat1Ifna30StdPk","IFNa30","narrowPeak","Peaks","wgEncodeSydhTfbsK562Stat1Ifna30StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Stat1Ifna30StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifna30StdPk.narrowPeak.gz"
"STAT1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000655","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-04-08#,"wgEncodeEH000663","GSM935472","Snyder","Yale",,"bc0bf6e496e3cb1f955fe4aba0066c04",,"hg18","wgEncode",,"exp","394M",,3056,,"wgEncodeSydhTfbsK562Stat1Ifna30StdSig","IFNa30","bigWig","Signal","wgEncodeSydhTfbsK562Stat1Ifna30StdSig.bigWig","wgEncodeSydhTfbsK562Stat1Ifna30StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Stat1Ifna30StdSig.bigWig"
